County,SubCounty,Ward,sub location,lat,long,locality(Crush/Abattoir/Village/market),Date of start of outbreak,month,year,date,Month,year,Disease/Condition,Nature of diagnosis (clinical/lab/pm),Test used (if Laboratory),Species,No. at Risk,No. sick,Deaths,Slaughtered *,Destroyed **,"Production System(Intensive, Extensive, Mixed)",If Zoonosis No. of human beings affected,Disease Control Measure Undertaken***,No.of animals vaccinated,"Organisation (GOK, Private)",Source,,
Bomet,Bomet East,Kembu,,-0.8453613,35.4362443,Village/Farm,21,June,2018,06/06/2018,June,2018,Rabies,Clinical,,Bovine,5,1,0,0,0,Extensive,0,Treatment,0,GOK,KABS,,
Bomet,Konoin,Boito,,-0.5005443,35.164173,Village/Farm,24,June,2018,06/06/2018,June,2018,Rabies,Clinical,,Canine,2,1,0,0,0,Mixed,1,Vaccination,1,GOK,KABS,,
Bomet,Bomet Central,Silibwet Township,,-0.7793542,35.2812573,Village/Farm,10,July,2018,01/12/1900,July,2018,Anthrax,Post Mortem,,Bovine,NA,16,0,1,0,Extensive,1,Quarantine,15,GOK,KABS,,
Bomet,Konoin,Boito,,-0.6393234,35.3111276,Village/Farm,17,July,2018,1/18/1900,July,2018,Brucellosis,Clinical,,Bovine,NA,3,0,0,0,Mixed,0,Treatment,0,GOK,KABS,,
Bomet,Bomet East,Kembu,,-0.8539068,35.3889623,Market,16,July,2018,1/19/1900,July,2018,Rabies,Clinical,,Ovine,NA,4,3,1,0,Extensive,1,Treatment,0,GOK,KABS,,
Bomet,Chepalungu,Nyangores,,-0.788557,35.3316118,Village/Farm,24,June,2018,01/03/1900,July,2018,Rabies,Clinical,,Bovine,NA,1,1,0,0,Mixed,0,"Vaccination, Quarantine",2,GOK,KABS,,
Bomet,Sotik,Kapletundo,,-0.6539548,35.2119275,Village/Farm,14,July,2018,1/17/1900,July,2018,Rabies,Clinical,,Ovine,NA,3,1,1,0,Mixed,0,Vaccination,3,GOK,KABS,,
Bomet,Sotik,Chemagel,,0.5032593,35.2726974,Village/Farm,28,August,2018,1/28/1900,August,2018,Rabies,Clinical,,Canine,3,1,0,0,0,Mixed,,"Vaccination, Quarantine",1,GOK,KABS,,
Bomet,Sotik,Chemagel,,0.4940944,35.2696085,Village/Farm,2,August,2018,01/08/1900,August,2018,Anthrax,Laboratory,Microscopy,Bovine,22,1,1,0,0,Intensive,,"Quarantine, Vaccination",22,GOK,KABS,,
Bomet,Sotik,Rongena,KCC,-0.73987,35.102484,Village,20,July,2018,1/26/1900,September,2018,Rabies,Laboratory,RAT/sellers stain,Bovine,4,1,1,0,0,Mixed,1,Advised,0,GOK,GOK,,
Bomet,Ndanai,Kelegele,Kapsimbol,-0.854684,35.060892,Village,10,September,2018,1/17/1900,September,2018,Rabies,Laboratory,RAT,Bovine,21,1,1,0,0,Mixed,2,ADVISED,0,GOK,GOK,,
Bomet,Sotik,Kapletundo,,-0.6864361,35.0900101,Village/Farm,5,September,2018,01/07/1900,September,2018,Rabies,Clinical,,Canine,3,1,0,0,0,Mixed,,"Vaccination, Quarantine",6,GOK,KABS,,
Bomet,Chepalungu,Sigor,,-0.9920646,35.345768,Village/Farm,2,September,2018,01/03/1900,September,2018,Anthrax,Clinical,,Bovine,5,1,1,0,0,Mixed,,Quarantine,0,GOK,KABS,,
Bomet,Konoin,Chepchabas,,-0.513046667,35.25745333,Village,18,October,2018,1/18/1900,October,2018,Rabies,Clinical,None,Canine,50,13,0,0,0,Mixed,,[Vaccination],25,GOK,GOK,,
Bomet,Sotik,Rongena/Manaret,,-0.7422597,35.1878819,Village,9,October,2018,1/16/1900,October,2018,Rabies,Clinical,None,Bovine,12,1,1,0,0,Mixed,,"[Quarantine, Vaccination]",0,GOK,GOK,,
Bomet,Sotik,Kapletundo,,-0.6544803,35.2999803,Village,30,October,2018,01/01/1900,October,2018,Brucellosis,Clinical,None,Bovine,7,1,0,0,0,Mixed,,[Treatment],0,GOK,GOK,,
Bomet,Chepalungu,Kong'Asis,,-0.85892,35.2767024,Village,3,October,2018,01/03/1900,October,2018,Rabies,Clinical,None,Ovine,50,1,0,0,0,Mixed,,[Treatment],0,GOK,GOK,,
Bomet,Chepalungu,Nyangores,,-0.7905957,35.3271723,Village,5,October,2018,01/07/1900,October,2018,Rabies,Clinical,None,Caprine,3,1,2,0,0,Mixed,,"[Quarantine, Vaccination, Treatment]",4,GOK,GOK,,
Bomet,Sotik,Kapletundo,,-0.5823704,35.3364632,Village,15,October,2018,1/15/1900,October,2018,Rabies,Clinical,None,Bovine,5,1,0,0,0,Mixed,,[Vaccination],5,GOK,GOK,,
Bomet,Sotik,Rongena/Manaret,,-0.7422597,35.1878819,Village,18,October,2018,1/18/1900,October,2018,Rabies,Clinical,None,Bovine,5,1,0,0,0,Mixed,,"[Vaccination, Other]",0,GOK,GOK,,
Bomet,Sotik,Kipsonoi,,0.5032593,35.2726974,Village,13,October,2018,1/21/1900,October,2018,Rabies,Clinical,None,Bovine,15,1,1,0,0,Mixed,,"[Vaccination, Other]",0,GOK,GOK,,
Bomet,Sotik,Chemagel,,0.5032593,35.2726974,Village,18,October,2018,1/21/1900,October,2018,Rabies,Clinical,None,Canine,42,1,1,0,1,Mixed,,"[Vaccination, Other]",0,GOK,GOK,,
Bomet,Sotik,Chemagel,,0.5032593,35.2726974,Village,14,October,2018,1/21/1900,October,2018,Rabies,Clinical,None,Canine,20,1,1,0,0,Mixed,,[Vaccination],0,GOK,GOK,,
Bomet,Sotik,Kapletundo,,-0.6553064,35.2098186,Village/Farm,23,December,2018,1/24/1900,December,2018,Rabies,Clinical,NA,Bovine,3,1,0,0,0,Mixed,,[Vaccination],3,GOK,KABS,,
Bomet,Sotik,Chemagel,,-0.6821591,35.1336717,Village/Farm,18,December,2018,1/23/1900,December,2018,Rabies,Clinical,NA,Canine,10,1,1,0,0,Mixed,,[Vaccination],9,GOK,KABS,,
Bomet,Sotik,Kapletundo,,-0.6727065,35.2609034,Village/Farm,25,December,2018,1/27/1900,December,2018,Rabies,Clinical,NA,Canine,12,1,0,0,0,Mixed,,[Quarantine],16,GOK,KABS,,
Embu ,Embu West ,Central ,,-0.509521,37.442034,Township ,,June,2017,1/22/1900,January,2018,Rabies,Clinical,,Canine,50,1,6,0,6,Stray,,Baiting,0,GOK,,,
Embu ,Embu West ,Central ,,-0.509521,37.442034,Township ,,June,2017,1/22/1900,January,2018,Rabies,Clinical,,Feline,50,1,4,0,6,Stray,,Baiting,0,GOK,,,
Embu ,Embu West ,Central ,,-0.509521,37.442034,Township ,,June,2017,1/22/1900,January,2018,Rabies,Clinical,,Canine,50,1,6,0,7,Stray,,Baiting,0,GOK,,,
Embu ,Embu West ,Central ,,-0.509521,37.442034,Township ,,June,2017,1/15/1900,January,2018,Rabies,Clinical,,Canine ,50,1,6,0,6,Stray,,Baiting,0,GOK,,,
Embu ,Mbeere South ,,,-0.578933,37.520767,,,June,2017,1/21/1900,January,2018,Rabies,Clinical,,Canine ,50,1,9,0,9,Stray,,Baiting,0,GOK,,,
Embu ,Mbeere South ,,,-0.578933,37.520767,,,June,2017,1/14/1900,January,2018,Rabies,Clinical,,Canine ,50,1,0,0,15,Stray,,Baiting,0,GOK,,,
Embu ,Mbeere South ,,,-0.578933,37.520767,,,June,2017,1/21/1900,January,2018,Rabies,Clinical,,Canine,50,1,9,0,9,Stray,,Baiting,0,GOK,,,
Embu ,Mbeere South ,,,-0.578933,37.520767,,,June,2017,1/14/1900,January,2018,Rabies,Clinical,,Canine,50,1,0,0,15,Stray,,Baiting,0,GOK,,,
Embu ,Embu East ,Central,Kigaa,-0.441356,37.574238,Baiskeli ,16,September,2018,01/03/1900,October,2018,Anthrax,Clinical,,Bovine,50,1,1,0,0,Mixed,NO,Quarantine ,0,GOK,GOK,,
Embu ,Runyejes  ,Kyeni South ,Kigumo ,-0.415034,37.648432,Village,25,October,2018,1/31/1900,October,2018,Anthrax,Post Mortem,None,Bovine,300,1,0,1,0,Semi-intensive ,2(unkwown) ,Ring vaccination planned ,0,GOK,GOK,,
Isiolo,Garbatulla,Kinna,Various,0.329368,38.256813,Village,11,June,2018,06/06/2018,June,2018,RVF,Clinical,,Bovine,SEVERAL,1,SEVERAL,,,EXTENSIVE,NONE,Quarantine,,GOK,,,
Kakamega,Lurambi,Shieywe,Sichilayi,0.9996,34.75012,Village,23,June,2018,06/06/2018,June,2018,Rabies,Clinical,None,Canine,2,1,0,0,1,Mixed,None,Destroyed,,GOK,,,
Kakamega,Butere,Marenyo,Muyundi,0.20048,34.51774,Village,20,August,2018,1/20/1900,August,2018,Rabies,Clinical,N/A,Bovine,5,1,0,0,0,Mixed,N/A,Awareness,,GOK,GOK,,
Kakamega,Matete,Chevaywa,Kivaywa,0.55462,34.79205,Matete Market,18,September,2018,1/18/1900,September,2018,Rabies,Clinical,None,Bovine,1,1,0,0,1,At slaughter slab,0,Destroyed,,GOK,GOK,,
Kericho,Kericho West ,Kaplelartet,Cheokemel,-0.360432,35.048492,Village,28,August,2018,01/05/1900,September,2018,Rabies,Laboratory,RAT,Bovine,2,1,1,0,0,Mixed,0,Advised,0,GOK,GOK,,
Kericho,Soin/sigowet,Kiptugumo,Kaitui,-0.287007,35.146736,Village,4,August,2018,1/21/1900,September,2018,Rabies,Laboratory,RAT/sellers stain,Bovine,3,1,1,1,0,Mixed,0,Advised,0,GOK,GOK,,
Kericho,Belgut,Seretut,Cheplosgei,-0.43068,35.190647,Village,24,August,2018,01/01/1900,September,2018,Rabies,Laboratory,RAT,Bovine,2,1,1,0,0,Mixed,0,Advised,0,GOK,GOK,,
Kericho,Ainamoi,Kapkugerwet,Township,-0.367816,35.285288,Village,28,August,2018,01/11/1900,September,2018,Rabies,Laboratory,RAT,Bovine,2,1,2,0,0,Mixed,1,post exposure prophylaxis,0,GOK,GOK,,
Kericho,Kericho East,Township,Kapkugerwet,-0.342429,35.301296,Village,1,October,2018,01/08/1900,October,2018,Rabies,Laboratory,RAT/Sellers stain,Bovine,4,1,1,0,0,Mixed,0,Advised,0,GOK,GOK,,
Kilifi,Malindi,Malindi,Coral Key,-3.1771,40.088701,Town,22,February,2018,1/23/1900,February,2018,Rabies,Laboratory,Sellar staining,Canine,N/A,1,1,0,0,Stray,UNKNOWN,Baiting,N/A,GOK,,Dr. Cheruiyot,
Kilifi,Magarini,Sabaki,,-3.1017431,40.1488861,Village/Farm,28,June,2018,06/06/2018,June,2018,RVF,Clinical,,Caprine,130,5,0,0,0,Intensive,0,Vector Control,0,GOK,KABS,,
Kilifi,Malindi,Malindi Town,,-3.2141124,40.1087101,Village/Farm,17,June,2018,06/06/2018,June,2018,Rabies,Clinical,,Canine,0,1,0,0,0,Intensive,0,Quarantine,0,GOK,KABS,,
Kilifi,Kaloleni,Mariakani,,-3.792299,39.447323,Village/Farm,17,June,2018,06/06/2018,June,2018,Rabies,Clinical,,Canine,1,1,1,0,0,Mixed,0,Vaccination,1,GOK,KABS,,
Kilifi,Kaloleni,Mariakani,Matsangoni,-3.792299,39.447323,Village,3,June,2018,06/06/2018,June,2018,Anthrax,Laboratory,GIEMSA,Bovine,50,1,1,0,0,SEMI INTENSIVE,7,ANTIBIOTIC COVER AND VACCINATION LATER,50,GOK,,,
Kilifi,Malindi,Kakuyuni,,-3.233454,40.0984048,Village/Farm,11,July,2018,01/11/1900,July,2018,RVF,Clinical,,Bovine,NA,33,1,0,0,Intensive,0,Vaccination,34,GOK,KABS,,
Kilifi,Malindi,Ganda,,-3.2010803,40.1044266,Village/Farm,12,July,2018,1/15/1900,July,2018,RVF,Clinical,,Ovine,NA,30,7,3,0,Extensive,0,Vector Control,0,GOK,KABS,,
Kilifi,Malindi,Ganda,,-3.2043831,40.1145222,Village/Farm,12,July,2018,1/15/1900,July,2018,RVF,Clinical,,Caprine,NA,51,7,2,0,Extensive,0,Vector Control,0,GOK,KABS,,
Kilifi,Magarini,Sabaki,,-3.2245993,40.1140701,Village/Farm,15,July,2018,1/15/1900,July,2018,Rabies,Clinical,,Canine,NA,5,1,1,0,Extensive,1,"Vaccination, Stamping Out",1,GOK,KABS,,
Kilifi,Magarini,Sabaki,,-3.2224538,40.1179113,Village/Farm,5,July,2018,1/18/1900,July,2018,RVF,Clinical,,Ovine,NA,30,7,3,0,Mixed,0,"Vector Control, Treatment",0,GOK,KABS,,
Kilifi,Magarini,Adu,,-2.7003247,40.1419137,Village/Farm,21,June,2018,01/04/1900,July,2018,RVF,Clinical,,Caprine,NA,305,5,3,0,Extensive,0,"Quarantine, Vector Control",0,GOK,KABS,,
Kilifi,Ganze,Bamba,,-3.5399383,39.5079454,Village/Farm,17,July,2018,1/19/1900,July,2018,Brucellosis,Clinical,,Bovine,NA,14,1,0,0,Extensive,0,Treatment,0,GOK,KABS,,
Kilifi,Malindi,Kakuyuni,,-3.0283893,39.9623319,Village/Farm,4,August,2018,01/04/1900,August,2018,RVF,Clinical,,Caprine,10,21,1,0,0,Extensive,,Vector Control,0,GOK,KABS,,
Kilifi,Magarini,Sabaki,,-3.2103469,40.0935791,Village/Farm,3,July,2018,1/16/1900,July,2018,RVF,Clinical,,Caprine,126,4,4,0,0,Mixed,,"Vector Control, Treatment",0,GOK,KABS,,
Kilifi,Rabai,Ribe,Ribe,-3.869886,39.662069,Ribe Girls,14,August,2018,1/14/1900,August,2018,Rabies,Laboratory,Sellar Stain,Canine,,1,4,0,4,Rebe Girls,0,Destroyed,,GOK,,,
Kilifi,Malindi,Jilore,,-3.233934,39.903141,Village/Farm,28,December,2018,1/30/1900,December,2018,RVF,Clinical,NA,Bovine,12,2,1,1,0,Extensive,,"[Vaccination, Vector Control, Treatment]",12,GOK,KABS,,
Kilifi,Malindi,Jilore,,-3.190415,39.831283,Village/Farm,26,December,2018,1/31/1900,December,2018,Rabies,Clinical,NA,Canine,4,2,1,0,1,Intensive,,[Vaccination],3,GOK,KABS,,
Kirinyaga,Kirinyaga East,Baragwe,Kirinyaga,-0.498899,37.330496,Village,26,March,2018,04/04/2018,April,2018,Anthrax,Laboratory,Giemsa Staining & Microscopy,Bovine,18,1,1,0,0,Intensive,N/A,N/A,N/A,GOK,,,
Kisii,South Migirango,Marongo,Itoro,-0.672402,34.769968,Village,4,September,2018,1/18/1900,September,2018,Rabies,Laboratory,RAT,Bovine,5,1,1,0,0,Mixed,0,Advised,0,GOK,GOK,,
Kisii,Bonchari,Bomorenda,Bomwancha,-0.699064,34.735164,Village,22,October,2018,1/25/1900,October,2018,Rabies,Clinical,"Rabies Rapid Antigen test, seller's staining test",Bovine,,2,2,0,0,Mixed,,Vaccination,10,GOK,GOK,,
Kisii,Bonchari,Bomorenda,Bomwancha,-0.699064,34.735164,Village,21,October,2018,1/22/1900,October,2018,Rabies,Clinical,None,Canine,5,1,1,0,0,Mixed,,Vaccination,5,GOK,GOK,,
Kisumu,Seme,South Central Seme,West Othany,-0.164071,34.517706,Village,21,February,2018,1/21/1900,February,2018,Rabies,Clinical,,Bovine,50,1,1,0,0,Mixed,0,Vaccination,5,GOK,,STANLEY K CHERONO,
Kisumu,Kisumu West,North West Kisumu,Maseno,-0.049156,34.662199,Village,22,February,2018,1/22/1900,February,2018,Anthrax,Clinical,None,Bovine,111,1,1,none,1,Mixed,None,Restricted grazing,none,Private,,John kigen kosgei,
Kisumu,Kisumu West,North  West Kisumu,Chulaimbo,-0.039438,34.626114,Village,20,February,2018,1/21/1900,February,2018,Anthrax,Clinical,None,Bovine,,1,1,none,1,Mixed,None,Restricted grazing,none,Private,,JCRotich,
Kisumu,Seme,Central Seme ,Upper Kombewa,-0.092534,34.516073,Kombewa market,5,March,2018,01/05/1900,March,2018,Anthrax,Clinical,None,Bovine,3,1,1,0,0,intensive ,0,Burry The Carcass,yet to start,GOK,,,
Kisumu,Nyando,Owasi njiro,Okiro,-0.19873,35.069737,Village,19,June,2018,06/06/2018,June,2018,Anthrax,Laboratory,POLYCHROME METHYLENE BLUE TEST,Bovine,11,1,1,0,0,INTENSIVE,NONE,"CARCASS DEEPLY BURRIED,FARM QUARANTINE, RING VACCINATION AROUND THE FARM",12,GOK,,,
Kisumu,Kisumu Central,Railways,Robert Ouko Estate,-0.075225,34.682045,Village,25,June,2018,06/06/2018,June,2018,Rabies,Clinical,DRIT and PCR,Canine,8,1,1,0,1,mixed,nil,Quarantine,Eight,GOK,,,
Kisumu,Kisumu west,South Seme,Kanyadwera,-0.102897,34.482817,Village,27,September,2018,01/04/1900,October,2018,Rabies,Laboratory,RAT/Sellers stain,Bovine,4,1,1,0,0,Mixed,0,Advised,0,GOK,GOK,,
Kisumu,Seme ,South Central,West Kanyandwera,-0.076947,34.452044,Village,1,October,2018,01/03/1900,October,2018,Rabies,Clinical,FAT,Canine,4,1,1,0,1,MIXED,NONE,VACCINATION,15,GOK,GOK,,
Kwale,Kinango,Samburu,Makamini,-3.944127,39.254621,Village,17,February,2018,1/26/1900,February,2018,Rabies,Laboratory,Sellar staining,Canine,N/A,1,1,0,0,Stray,1,Baiting,N/A,GOK,,Charles Omondi,
Kwale,Msambwe,Diani,Diani,-4.281819,39.561706,Village,20,February,2018,1/20/1900,February,2018,Rabies,Laboratory,Sellar staining,Equine,N/A,1,1,0,0,Semi-Intensive ,N/A,Vaccination,,GOK,,DR. KORIR PHILEMON,
Kwale,Kinango,Chengoni/Samburu,,-3.7832001,39.2468045,Village/Farm,17,June,2018,06/06/2018,June,2018,RVF,Clinical,,Caprine,136,27,3,0,0,Mixed,0,Advisory ,136,GOK,KABS,,
Kwale,Kinango,Kinango,,-4.0182619,39.5738674,Village/Farm,7,June,2018,06/06/2018,June,2018,RVF,Clinical,,Caprine,800,27,21,0,0,Mixed,0,Advisory ,0,GOK,KABS,,
Kwale,Kinango,Kinango,,-3.8632725,39.4718445,Village/Farm,6,June,2018,06/06/2018,June,2018,RVF,Clinical,,Caprine,92,41,8,0,0,Mixed,0,Treatment,0,GOK,KABS,,
Kwale,Kinango,Ndavaya,,-4.0656868,38.9069385,Village/Farm,1,June,2018,06/06/2018,June,2018,RVF,Clinical,,Bovine,561,1,7,0,0,Mixed,0,Advisory ,0,GOK,KABS,,
Kwale,Kinango,Kinango,,-4.0656868,38.9069385,Village/Farm,1,June,2018,06/06/2018,June,2018,RVF,Clinical,,Caprine,856,69,58,0,0,Mixed,0,Advisory ,0,GOK,KABS,,
Kwale,Kinango,Mackinnon Road,,-3.9318984,39.045187,Village/Farm,1,June,2018,06/06/2018,June,2018,RVF,Clinical,,Bovine,115,14,2,0,0,Mixed,0,Advisory ,0,GOK,KABS,,
Kwale,Kinango,Mackinnon Road,,-3.9318984,39.045187,Village/Farm,2,June,2018,06/06/2018,June,2018,RVF,Clinical,,Caprine,231,63,27,0,0,Mixed,0,Advisory ,0,GOK,KABS,,
Kwale,Kinango,Puma,,-4.0962681,39.2321925,Village/Farm,25,May,2018,06/06/2018,June,2018,RVF,Clinical,,Caprine,56,21,4,0,0,Mixed,0,Advisory ,0,GOK,KABS,,
Kwale,Kinango,Kinango,,-4.130187,39.3124707,Village,18,June,2018,06/06/2018,June,2018,Rabies,Clinical,,Canine,1,1,0,0,0,Intensive,1,Quarantine,0,private,,,
Kwale,Kinango,Kinango,,-4.0182619,39.5738674,Village,7,June,2018,06/06/2018,June,2018,RVF,Clinical,,Caprine,800,27,21,0,0,Mixed,0,[Other],0,GOK,,,
Kwale,Kinango,Kinango,,-3.8632725,39.1379456,Village,6,June,2018,06/06/2018,June,2018,RVF,Clinical,,Caprine,92,41,8,0,0,Mixed,0,Treatment,0,GOK,,,
Kwale,Kinango,Kinango,,-4.130187,39.3124707,Village/Farm,18,June,2018,06/06/2018,June,2018,Rabies,Clinical,,Canine,1,1,0,0,0,Intensive,1,Quarantine,0,GOK,KABS,,
Kwale,Kinango,Chengoni/Samburu,,-3.7832001,39.2468045,Village/Farm,2,June,2018,06/06/2018,June,2018,RVF,Clinical,,Caprine,136,27,3,0,0,Mixed,0,Advisory ,136,GOK,KABS,,
Kwale,Kinango,Kinango,,-4.1348167,39.3237047,Village/Farm,18,June,2018,01/03/1900,July,2018,RVF,Clinical,,Caprine,8,5,0,0,0,Mixed,0,Treatment,0,GOK,GOK,,
Kwale,Kinango,Puma,,-3.92934,39.2185517,Crush,1,July,2018,01/06/1900,July,2018,Brucellosis,Clinical,,Caprine,4500,63,120,0,0,Mixed,0,Other,0,GOK,GOK,,
Kwale,Msambweni,Ukunda,,-4.3141909,39.5360228,Village/Farm,28,July,2018,1/28/1900,July,2018,Brucellosis,Clinical,,Caprine,NA,15,1,0,0,Mixed,0,Treatment,0,GOK,KABS,,
Kwale,Kinango,Kinango,,-4.1348167,39.3237047,Village/Farm,18,June,2018,01/03/1900,July,2018,RVF,Clinical,,Caprine,NA,8,5,0,0,Mixed,0,Treatment,0,GOK,KABS,,
Kwale,Kinango,Puma,,-3.92934,39.2185517,Crush,1,July,2018,01/06/1900,July,2018,Brucellosis,Clinical,,Caprine,NA,450,63,120,0,Mixed,0,Other,0,GOK,KABS,,
Kwale,Msambweni,Titanium,Titanium,-4.434102,39.459217,Village,13,August,2018,1/14/1900,August,2018,Rabies,Laboratory,Sellar Stain,Canine,,1,1,0,0,Stray,0,0,0,GOK,KABS,,
Kwale,Matuga,Tsimba Golini,,-4.1653135,39.449005,Village/Farm,23,August,2018,1/24/1900,August,2018,RVF,Clinical,,Bovine,7,1,0,0,0,Mixed,,Treatment,0,GOK,KABS,,
Kwale,Matuga,Tsimba Golini,,-4.1653135,39.449005,Village/Farm,27,August,2018,1/27/1900,August,2018,Rabies,Clinical,,Canine,0,1,0,0,0,Mixed,,Vaccination,0,GOK,KABS,,
Kwale,Kinango,Kinango,,-4.0933621,39.351018,Village/Farm,23,August,2018,1/29/1900,August,2018,Rabies,Clinical,,Caprine,10,1,0,0,0,Mixed,,To Collect the goat head for lab investigation,0,GOK,KABS,,
Kwale,Kinango,Kinango,Kinango,-4.104976,39.32148,Village,4,September,2018,01/04/1900,September,2018,Rabies,Laboratory,Sellar Stain,Caprine,50,1,1,0,0,Extensive,0,0,0,GOK,,,
Kwale,Kinango,Puma,,-4.1334189,39.3000282,Village/Farm,15,September,2018,1/17/1900,September,2018,Rabies,Clinical,,Bovine,19,2,0,0,0,Mixed,,Vaccination,1,GOK,KABS,,
Kwale,Kinango,Kinango,,-4.1405247,39.3140568,Village,28,October,2018,01/01/1900,October,2018,Rabies,Clinical,None,Canine,3,1,1,0,0,Mixed,,[Other],0,GOK,GOK,,
Kwale,Msambweni,Kinondo,,-4.340063,39.515501,Village/Farm,15,November,2018,1/13/1900,November,2018,Rabies,Clinical,None,Bovine,3,1,1,0,0,Intensive,0,[No Action],0,GOK,GOK,,
Laikipia,Samburu East,Nanyuki,Nanyuki,0.011138,37.0770261,Abattoir,14,March,2018,1/14/1900,March,2018,Anthrax,Clinical,None,Bovine,2,1,0,2,0,Mixed,Yes,Vaccination,30,Private,EPICOLLECT,,
Machakos,Kangundo,West,Kakuyuni,-1.36423,37.340387,Village,19,April,2018,04/04/2018,April,2018,Rabies,Clinical,,Bovine,2,1,0,0,0,Intensive,None,Isolation,0,GOK,,,
Machakos,Kangundo,Central,Mulingana,-1.321919,37.333172,village,24,July,2018,1/26/1900,July,2018,Rabies,Clinical,,Canine,1,1,1,0,1,Intensive,,None,0,GOK,GOK,,
Makueni,Mbooni,Kisau/kiteta,,-1.5758785,37.5959039,Village/Farm,16,January,2018,1/16/1900,January,2018,Rabies,Clinical,None,Canine,1,1,0,0,0,Mixed,N/A,Treatment,,GOK,KABS,,
Makueni,Mbooni,Waia/Kako,,-1.6782714,37.7066553,Village/Farm,8,February,2018,01/08/1900,February,2018,Rabies,Clinical,None,Canine,1,1,0,0,0,Mixed,N/A,Quarantine,0,GOK,KABS,,
Makueni,Mbooni,Mbooni,,-1.6642812,37.4522987,Village/Farm,11,February,2018,01/12/1900,February,2018,Rabies,Clinical,None,Canine,2,1,0,0,1,Mixed,,Killed and Head Sample Taken To The Lab For Confirmation,0,GOK,KABS,,
Makueni,Mbooni,Tulimani,,-1.572426667,37.413415,Village/Farm,16,March,2018,1/16/1900,March,2018,Rabies,Clinical,None,Caprine,3,1,0,0,1,Mixed,0,Euthenise,3,GOK,KABS,,
Makueni,Mbooni,Waia/Kako,,-1.604979795,37.5735994,Village/Farm,28,February,2018,01/08/1900,March,2018,Rabies,Clinical,None,Canine,1,1,0,0,0,Mixed,0,Treatment,0,GOK,KABS,,
Makueni,Mbooni,Tulimani,,-1.485371,37.4352866,Village/Farm,20,June,2018,01/03/1900,July,2018,RVF,Clinical,,Caprine,NA,4,4,3,0,Mixed,0,Treatment,0,GOK,KABS,,
Makueni,Kaiti,Ukia,,-1.7628495,37.5671019,Village/Farm,22,September,2018,1/24/1900,September,2018,Brucellosis,Clinical,,Bovine,3,1,0,0,0,Mixed,,Treatment,0,GOK,KABS,,
Makueni,Kilome,Kasikeu,,-1.946445,37.38469833,Market,28,September,2018,1/28/1900,September,2018,Rabies,Clinical,,Canine,9,1,0,0,0,Mixed,,No Action,0,GOK,KABS,,
Makueni,Kibwezi West,Nguu/Masumba,,-2.158271,37.5994541,Village/Farm,29,November,2018,01/01/1900,November,2018,Rabies,Clinical,None,Caprine,31,1,0,0,0,Mixed,0,[Treatment],0,GOK,GOK,,
Makueni,Kibwezi West,Nguu/Masumba,,-2.1913163,37.7855304,Village/Farm,7,November,2018,01/07/1900,November,2018,Anthrax,Post Mortem,None,Bovine,5,1,1,0,1,Mixed,0,[Treatment],0,GOK,GOK,,
Makueni,Mbooni,Waia-Kako,,-1.6289493,37.5656079,Village/Farm,16,November,2018,1/20/1900,November,2018,Rabies,Clinical,None,Canine,4,2,0,0,2,Mixed,0,"[Treatment, Vector Control]",0,GOK,GOK,,
Meru,Imenti North,Runogone,Kianthai,0.080925,37.667083,Village,4,January,2018,01/04/1900,January,2018,Rabies,Clinical,None,Canine,4,1,0,0,0,Mixed,None,Vaccination,2,GOK,EPICOLLECT,,
Meru,Buuri,Rwarera,Kithwene,0.2001486,37.6007579,Village,6,January,2018,01/06/1900,January,2018,Rabies,Clinical,None,Equine,2,1,0,0,1,Mixed,None,Vaccination,2,GOK,EPICOLLECT,,
Meru,Imenti north,Thuura,Kiamwitari,0.0465141,37.6510725,Abattoir,10,January,2018,01/10/1900,January,2018,Anthrax,Clinical,None,Bovine,10,8,1,5,0,Intensive,10,Infct_material_detroyed,10,GOK,EPICOLLECT,,
Meru,Imenti South,Kianjogu,Mitune,-0.157641,37.6453408,Village,2,February,2018,01/07/1900,February,2018,Anthrax,PM,None,Bovine,7,1,2,0,0,Mixed,None,Vaccination,100,GOK,EPICOLLECT,,
Meru,Imenti South,Kianjogu,Mitune,-0.157641,37.6453408,Village,2,February,2018,01/07/1900,February,2018,Anthrax,Post Mortem,None,Bovine,7,1,2,0,0,Mixed,None,Vaccination,100,GOK,EPICOLLECT,,
Meru,Igembe North,Antubetwe Kiongo,,0.3366251,37.9862368,Abattoir,20,October,2018,1/23/1900,October,2018,Rabies,Clinical,None,Bovine,2,1,0,0,1,Intensive,,[Vaccination],1,GOK,GOK,,
Meru,South Imenti,Nkuene,,-0.018161,37.704027,Village,4,October,2018,01/05/1900,October,2018,Anthrax,Clinical,None,Porcine,5,1,2,0,0,Intensive,,[Treatment],0,GOK,GOK,,
Meru,Igembe South,Kiegoi/Antubochiu,,0.228685,37.937605,Village,10,October,2018,01/10/1900,October,2018,Anthrax,Clinical,None,Bovine,2,1,1,0,1,Mixed,,[Vaccination],2,GOK,GOK,,
Meru,Tigania East,Mikinduri,,0.1207949,37.8349198,Village,11,October,2018,01/11/1900,October,2018,Brucellosis,Clinical,None,Bovine,4,1,0,0,0,Intensive,,[Treatment],0,GOK,GOK,,
