date,county,diseases,diagnosis,hum_cases,catt_cases,cam_cases,goat_cases,shp_cases,sheep_pop,goat_pop,cam_pop,catt_pop,y,hum_pop,hum_incidence,catt_incidence,cam_incidence,goat_incidence,shp_incidence
2020-08-01,Lamu,Brucellosis,Clinically confirmed,1,NA,NA,NA,NA,84290,195758,250,196642,2020,25235,0.04,NA,NA,NA,NA
2020-08-01,Lamu,Brucellosis,Lab confirmed,2,NA,NA,NA,NA,84290,195758,250,196642,2020,25235,0.08,NA,NA,NA,NA
2020-08-01,Machakos,Brucellosis,Clinically confirmed,119,NA,NA,NA,NA,343050,1249782,2946,724702,2020,195158,0.61,NA,NA,NA,NA
2020-08-01,Machakos,Brucellosis,Lab confirmed,353,NA,NA,NA,NA,343050,1249782,2946,724702,2020,195158,1.81,NA,NA,NA,NA
2020-08-01,Makueni,Brucellosis,Clinically confirmed,25,NA,NA,1,NA,266230,1599276,2222,651606,2020,36763,0.68,NA,NA,0.63,NA
2020-08-01,Makueni,Brucellosis,Lab confirmed,227,NA,NA,NA,NA,266230,1599276,2222,651606,2020,36763,6.17,NA,NA,NA,NA
2020-08-01,Mandera,Brucellosis,Clinically confirmed,72,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2020,415046,0.17,NA,NA,NA,NA
2020-08-01,Mandera,Brucellosis,Lab confirmed,358,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2020,415046,0.86,NA,NA,NA,NA
2020-08-01,Marsabit,Brucellosis,Clinically confirmed,315,NA,NA,NA,NA,1255664,1488950,430468,481472,2020,46499,6.77,NA,NA,NA,NA
2020-08-01,Marsabit,Brucellosis,Lab confirmed,354,NA,NA,NA,NA,1255664,1488950,430468,481472,2020,46499,7.61,NA,NA,NA,NA
2020-08-01,Meru,Brucellosis,Clinically confirmed,82,NA,NA,NA,NA,277542,684396,11464,624368,2020,215740,0.38,NA,NA,NA,NA
2020-08-01,Meru,Brucellosis,Lab confirmed,287,NA,NA,NA,NA,277542,684396,11464,624368,2020,215740,1.33,NA,NA,NA,NA
2020-08-01,Migori,Brucellosis,Clinically confirmed,350,NA,NA,NA,NA,141704,284408,0,646640,2020,133854,2.61,NA,NA,NA,NA
2020-08-01,Migori,Brucellosis,Lab confirmed,1341,NA,NA,NA,NA,141704,284408,0,646640,2020,133854,10.02,NA,NA,NA,NA
2020-08-01,Mombasa,Brucellosis,Lab confirmed,136,NA,NA,NA,NA,4584,50822,116,21302,2020,929098,0.15,NA,NA,NA,NA
2020-08-01,Murang'a,Brucellosis,Clinically confirmed,14,NA,NA,NA,NA,112950,347526,0,420206,2020,99462,0.14,NA,NA,NA,NA
2020-08-01,Murang'a,Brucellosis,Lab confirmed,108,NA,NA,NA,NA,112950,347526,0,420206,2020,99462,1.09,NA,NA,NA,NA
2020-08-01,Nairobi,Brucellosis,Clinically confirmed,621,NA,NA,NA,NA,38218,56830,0,58658,2020,4306029,0.14,NA,NA,NA,NA
2020-08-01,Nairobi,Brucellosis,Lab confirmed,1029,NA,NA,NA,NA,38218,56830,0,58658,2020,4306029,0.24,NA,NA,NA,NA
2020-08-01,Nakuru,Brucellosis,Clinically confirmed,905,NA,NA,NA,NA,1064442,410784,776,793052,2020,729214,1.24,NA,NA,NA,NA
2020-08-01,Nakuru,Brucellosis,Lab confirmed,2717,NA,NA,NA,NA,1064442,410784,776,793052,2020,729214,3.73,NA,NA,NA,NA
2020-08-01,Nandi,Brucellosis,Clinically confirmed,713,NA,NA,NA,NA,195424,70192,0,486836,2020,62795,11.35,NA,NA,NA,NA
2020-08-01,Nandi,Brucellosis,Lab confirmed,1522,NA,NA,NA,NA,195424,70192,0,486836,2020,62795,24.24,NA,NA,NA,NA
2020-08-01,Narok,Brucellosis,Clinically confirmed,760,NA,NA,NA,NA,5207084,2031690,3238,2977782,2020,43824,17.34,NA,NA,NA,NA
2020-08-01,Narok,Brucellosis,Lab confirmed,1822,NA,NA,NA,NA,5207084,2031690,3238,2977782,2020,43824,41.58,NA,NA,NA,NA
2020-08-01,Nyamira,Brucellosis,Clinically confirmed,125,NA,NA,NA,NA,23574,78670,0,239250,2020,75754,1.65,NA,NA,NA,NA
2020-08-01,Nyamira,Brucellosis,Lab confirmed,1648,NA,NA,NA,NA,23574,78670,0,239250,2020,75754,21.75,NA,NA,NA,NA
2020-08-01,Nyandarua,Brucellosis,Clinically confirmed,190,NA,NA,NA,NA,555524,74018,0,422726,2020,73993,2.57,NA,NA,NA,NA
2020-08-01,Nyandarua,Brucellosis,Lab confirmed,604,NA,NA,NA,NA,555524,74018,0,422726,2020,73993,8.16,NA,NA,NA,NA
2020-08-01,Nyeri,Brucellosis,Clinically confirmed,15,NA,NA,NA,NA,307456,214920,0,329014,2020,89486,0.17,NA,NA,NA,NA
2020-08-01,Nyeri,Brucellosis,Lab confirmed,106,NA,NA,NA,NA,307456,214920,0,329014,2020,89486,1.18,NA,NA,NA,NA
2020-08-01,Samburu,Brucellosis,Clinically confirmed,32,NA,NA,NA,8,1133544,1433174,96344,571266,2020,11067,2.89,NA,NA,NA,7.06
2020-08-01,Samburu,Brucellosis,Lab confirmed,155,NA,NA,NA,NA,1133544,1433174,96344,571266,2020,11067,14.01,NA,NA,NA,NA
2020-08-01,Siaya,Brucellosis,Clinically confirmed,65,NA,NA,NA,NA,266220,326444,0,652362,2020,85251,0.76,NA,NA,NA,NA
2020-08-01,Siaya,Brucellosis,Lab confirmed,432,NA,NA,NA,NA,266220,326444,0,652362,2020,85251,5.07,NA,NA,NA,NA
2020-08-01,Taita Taveta,Brucellosis,Clinically confirmed,60,NA,NA,NA,NA,93070,404226,5260,229628,2020,41581,1.44,NA,NA,NA,NA
2020-08-01,Taita Taveta,Brucellosis,Lab confirmed,185,NA,NA,NA,NA,93070,404226,5260,229628,2020,41581,4.45,NA,NA,NA,NA
2020-08-01,Tana River,Brucellosis,Clinically confirmed,50,NA,NA,NA,NA,896132,1181712,106596,543666,2020,23298,2.15,NA,NA,NA,NA
2020-08-01,Tana River,Brucellosis,Lab confirmed,200,NA,NA,NA,NA,896132,1181712,106596,543666,2020,23298,8.58,NA,NA,NA,NA
2020-08-01,Tharaka Nithi,Brucellosis,Clinically confirmed,137,NA,NA,NA,NA,107632,428434,248,181412,2020,16854,8.13,NA,NA,NA,NA
2020-08-01,Tharaka Nithi,Brucellosis,Lab confirmed,667,NA,NA,NA,NA,107632,428434,248,181412,2020,16854,39.58,NA,NA,NA,NA
2020-08-01,Trans Nzoia,Brucellosis,Clinically confirmed,494,NA,NA,NA,NA,272690,56398,0,366936,2020,166963,2.96,NA,NA,NA,NA
2020-08-01,Trans Nzoia,Brucellosis,Lab confirmed,1827,NA,NA,NA,NA,272690,56398,0,366936,2020,166963,10.94,NA,NA,NA,NA
2020-08-01,Turkana,Brucellosis,Clinically confirmed,286,NA,NA,NA,NA,2107512,3981858,523846,649608,2020,39887,7.17,NA,NA,NA,NA
2020-08-01,Turkana,Brucellosis,Lab confirmed,1037,NA,NA,4,NA,2107512,3981858,523846,649608,2020,39887,26,NA,NA,1,NA
2020-08-01,Uasin Gishu,Brucellosis,Clinically confirmed,730,NA,NA,NA,NA,439850,91708,296,556844,2020,345146,2.12,NA,NA,NA,NA
2020-08-01,Uasin Gishu,Brucellosis,Lab confirmed,1575,NA,NA,NA,NA,439850,91708,296,556844,2020,345146,4.56,NA,NA,NA,NA
2020-08-01,Vihiga,Brucellosis,Clinically confirmed,98,NA,NA,NA,NA,12290,61708,0,253236,2020,101112,0.97,NA,NA,NA,NA
2020-08-01,Vihiga,Brucellosis,Lab confirmed,312,NA,NA,NA,NA,12290,61708,0,253236,2020,101112,3.09,NA,NA,NA,NA
2020-08-01,Wajir,Brucellosis,Clinically confirmed,122,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2020,183409,0.67,NA,NA,NA,NA
2020-08-01,Wajir,Brucellosis,Lab confirmed,888,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2020,183409,4.84,NA,NA,NA,NA
2020-08-01,West Pokot,Brucellosis,Clinically confirmed,650,NA,NA,NA,NA,716586,1528350,38778,833676,2020,27951,23.25,NA,NA,NA,NA
2020-08-01,West Pokot,Brucellosis,Lab confirmed,2280,NA,NA,NA,NA,716586,1528350,38778,833676,2020,27951,81.57,NA,NA,NA,NA
2020-09-01,Baringo,Brucellosis,Clinically confirmed,312,NA,NA,NA,NA,686686,1867454,77000,819692,2020,43914,7.1,NA,NA,NA,NA
2020-09-01,Baringo,Brucellosis,Lab confirmed,837,NA,NA,NA,NA,686686,1867454,77000,819692,2020,43914,19.06,NA,NA,NA,NA
2020-09-01,Bomet,Brucellosis,Clinically confirmed,122,NA,NA,NA,NA,160984,152918,0,636418,2020,61439,1.99,NA,NA,NA,NA
2020-09-01,Bomet,Brucellosis,Lab confirmed,486,NA,NA,NA,NA,160984,152918,0,636418,2020,61439,7.91,NA,NA,NA,NA
2020-09-01,Bungoma,Brucellosis,Clinically confirmed,778,NA,NA,NA,NA,156988,219386,0,702518,2020,171522,4.54,NA,NA,NA,NA
2020-09-01,Bungoma,Brucellosis,Lab confirmed,3290,NA,NA,NA,NA,156988,219386,0,702518,2020,171522,19.18,NA,NA,NA,NA
2020-09-01,Busia,Brucellosis,Clinically confirmed,88,NA,NA,NA,NA,43408,164606,0,413256,2020,104191,0.84,NA,NA,NA,NA
2020-09-01,Busia,Brucellosis,Lab confirmed,529,NA,NA,NA,NA,43408,164606,0,413256,2020,104191,5.08,NA,NA,NA,NA
2020-09-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,668,NA,NA,NA,NA,380062,199852,178,300906,2020,12157,54.95,NA,NA,NA,NA
2020-09-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,1916,NA,NA,NA,NA,380062,199852,178,300906,2020,12157,157.6,NA,NA,NA,NA
2020-09-01,Embu,Brucellosis,Clinically confirmed,117,NA,NA,NA,NA,90492,538266,456,276830,2020,56650,2.07,NA,NA,NA,NA
2020-09-01,Embu,Brucellosis,Lab confirmed,275,NA,NA,NA,NA,90492,538266,456,276830,2020,56650,4.85,NA,NA,NA,NA
2020-09-01,Garissa,Brucellosis,Clinically confirmed,181,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2020,484935,0.37,NA,NA,NA,NA
2020-09-01,Garissa,Brucellosis,Lab confirmed,1336,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2020,484935,2.76,NA,NA,NA,NA
2020-09-01,Homa Bay,Brucellosis,Clinically confirmed,182,NA,NA,NA,NA,296748,359110,0,681938,2020,128895,1.41,NA,NA,NA,NA
2020-09-01,Homa Bay,Brucellosis,Lab confirmed,351,NA,NA,NA,NA,296748,359110,0,681938,2020,128895,2.72,NA,NA,NA,NA
2020-09-01,Isiolo,Brucellosis,Clinically confirmed,154,NA,NA,NA,NA,1709450,2060010,297718,543196,2020,33813,4.55,NA,NA,NA,NA
2020-09-01,Isiolo,Brucellosis,Lab confirmed,520,NA,NA,NA,NA,1709450,2060010,297718,543196,2020,33813,15.38,NA,NA,NA,NA
2020-09-01,Kajiado,Brucellosis,Clinically confirmed,178,NA,NA,NA,NA,2241298,1755488,7168,1155420,2020,271202,0.66,NA,NA,NA,NA
2020-09-01,Kajiado,Brucellosis,Lab confirmed,1339,NA,NA,NA,NA,2241298,1755488,7168,1155420,2020,271202,4.94,NA,NA,NA,NA
2020-09-01,Kakamega,Brucellosis,Clinically confirmed,214,NA,NA,NA,NA,113768,156288,0,806900,2020,214295,1,NA,NA,NA,NA
2020-09-01,Kakamega,Brucellosis,Lab confirmed,976,NA,NA,NA,NA,113768,156288,0,806900,2020,214295,4.55,NA,NA,NA,NA
2020-09-01,Kericho,Brucellosis,Clinically confirmed,438,NA,NA,NA,NA,112476,143750,0,483296,2020,82093,5.34,NA,NA,NA,NA
2020-09-01,Kericho,Brucellosis,Lab confirmed,2275,NA,NA,NA,NA,112476,143750,0,483296,2020,82093,27.71,NA,NA,NA,NA
2020-09-01,Kiambu,Brucellosis,Clinically confirmed,38,NA,NA,NA,NA,236778,167194,0,400788,2020,840959,0.05,NA,NA,NA,NA
2020-09-01,Kiambu,Brucellosis,Lab confirmed,508,NA,NA,NA,NA,236778,167194,0,400788,2020,840959,0.6,NA,NA,NA,NA
2020-09-01,Kilifi,Brucellosis,Lab confirmed,139,NA,NA,NA,NA,112962,1084514,4044,472914,2020,346035,0.4,NA,NA,NA,NA
2020-09-01,Kirinyaga,Brucellosis,Clinically confirmed,9,NA,NA,NA,NA,53502,213688,0,232882,2020,89761,0.1,NA,NA,NA,NA
2020-09-01,Kirinyaga,Brucellosis,Lab confirmed,143,NA,NA,NA,NA,53502,213688,0,232882,2020,89761,1.59,NA,NA,NA,NA
2020-09-01,Kisii,Brucellosis,Clinically confirmed,838,NA,NA,NA,NA,22002,113892,0,433716,2020,205372,4.08,NA,NA,NA,NA
2020-09-01,Kisii,Brucellosis,Lab confirmed,3426,NA,NA,NA,NA,22002,113892,0,433716,2020,205372,16.68,NA,NA,NA,NA
2020-09-01,Kisumu,Brucellosis,Clinically confirmed,103,NA,NA,NA,NA,327074,275392,0,485992,2020,387804,0.27,NA,NA,NA,NA
2020-09-01,Kisumu,Brucellosis,Lab confirmed,657,NA,NA,NA,NA,327074,275392,0,485992,2020,387804,1.69,NA,NA,NA,NA
2020-09-01,Kitui,Brucellosis,Clinically confirmed,203,NA,NA,NA,NA,211660,2741120,10404,687264,2020,48553,4.18,NA,NA,NA,NA
2020-09-01,Kitui,Brucellosis,Lab confirmed,864,NA,NA,NA,NA,211660,2741120,10404,687264,2020,48553,17.79,NA,NA,NA,NA
2020-09-01,Kwale,Brucellosis,Lab confirmed,30,NA,NA,NA,NA,181230,764820,2192,620868,2020,100253,0.3,NA,NA,NA,NA
2020-09-01,Laikipia,Brucellosis,Clinically confirmed,72,NA,NA,NA,NA,1227564,805052,15654,540130,2020,47319,1.52,NA,NA,NA,NA
2020-09-01,Laikipia,Brucellosis,Lab confirmed,229,NA,NA,NA,NA,1227564,805052,15654,540130,2020,47319,4.84,NA,NA,NA,NA
2020-09-01,Lamu,Brucellosis,Clinically confirmed,1,NA,NA,NA,NA,84290,195758,250,196642,2020,25235,0.04,NA,NA,NA,NA
2020-09-01,Lamu,Brucellosis,Lab confirmed,80,NA,NA,NA,NA,84290,195758,250,196642,2020,25235,3.17,NA,NA,NA,NA
2020-09-01,Machakos,Brucellosis,Clinically confirmed,149,NA,NA,NA,NA,343050,1249782,2946,724702,2020,195158,0.76,NA,NA,NA,NA
2020-09-01,Machakos,Brucellosis,Lab confirmed,423,NA,NA,NA,NA,343050,1249782,2946,724702,2020,195158,2.17,NA,NA,NA,NA
2020-09-01,Makueni,Brucellosis,Clinically confirmed,35,NA,NA,NA,NA,266230,1599276,2222,651606,2020,36763,0.95,NA,NA,NA,NA
2020-09-01,Makueni,Brucellosis,Lab confirmed,275,NA,NA,NA,NA,266230,1599276,2222,651606,2020,36763,7.48,NA,NA,NA,NA
2020-09-01,Mandera,Brucellosis,Clinically confirmed,94,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2020,415046,0.23,NA,NA,NA,NA
2020-09-01,Mandera,Brucellosis,Lab confirmed,501,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2020,415046,1.21,NA,NA,NA,NA
2020-09-01,Marsabit,Brucellosis,Clinically confirmed,319,NA,NA,NA,NA,1255664,1488950,430468,481472,2020,46499,6.86,NA,NA,NA,NA
2020-09-01,Marsabit,Brucellosis,Lab confirmed,834,NA,NA,NA,NA,1255664,1488950,430468,481472,2020,46499,17.94,NA,NA,NA,NA
2020-09-01,Meru,Brucellosis,Clinically confirmed,242,NA,NA,NA,NA,277542,684396,11464,624368,2020,215740,1.12,NA,NA,NA,NA
2020-09-01,Meru,Brucellosis,Lab confirmed,598,NA,NA,NA,NA,277542,684396,11464,624368,2020,215740,2.77,NA,NA,NA,NA
2020-09-01,Migori,Brucellosis,Clinically confirmed,364,NA,NA,NA,NA,141704,284408,0,646640,2020,133854,2.72,NA,NA,NA,NA
2020-09-01,Migori,Brucellosis,Lab confirmed,1448,NA,NA,NA,NA,141704,284408,0,646640,2020,133854,10.82,NA,NA,NA,NA
2020-09-01,Mombasa,Brucellosis,Clinically confirmed,1,NA,NA,NA,NA,4584,50822,116,21302,2020,929098,0,NA,NA,NA,NA
2020-09-01,Mombasa,Brucellosis,Lab confirmed,218,NA,NA,NA,NA,4584,50822,116,21302,2020,929098,0.23,NA,NA,NA,NA
2020-09-01,Murang'a,Brucellosis,Clinically confirmed,13,NA,NA,NA,NA,112950,347526,0,420206,2020,99462,0.13,NA,NA,NA,NA
2020-09-01,Murang'a,Brucellosis,Lab confirmed,91,NA,NA,NA,NA,112950,347526,0,420206,2020,99462,0.91,NA,NA,NA,NA
2020-09-01,Nairobi,Brucellosis,Clinically confirmed,179,NA,NA,NA,NA,38218,56830,0,58658,2020,4306029,0.04,NA,NA,NA,NA
2020-09-01,Nairobi,Brucellosis,Lab confirmed,784,NA,NA,NA,NA,38218,56830,0,58658,2020,4306029,0.18,NA,NA,NA,NA
2020-09-01,Nakuru,Brucellosis,Clinically confirmed,976,NA,NA,NA,NA,1064442,410784,776,793052,2020,729214,1.34,NA,NA,NA,NA
2020-09-01,Nakuru,Brucellosis,Lab confirmed,2834,NA,NA,NA,NA,1064442,410784,776,793052,2020,729214,3.89,NA,NA,NA,NA
2020-09-01,Nandi,Brucellosis,Clinically confirmed,873,NA,NA,NA,NA,195424,70192,0,486836,2020,62795,13.9,NA,NA,NA,NA
2020-09-01,Nandi,Brucellosis,Lab confirmed,1721,NA,NA,NA,NA,195424,70192,0,486836,2020,62795,27.41,NA,NA,NA,NA
2020-09-01,Narok,Brucellosis,Clinically confirmed,640,NA,NA,NA,NA,5207084,2031690,3238,2977782,2020,43824,14.6,NA,NA,NA,NA
2020-09-01,Narok,Brucellosis,Lab confirmed,1427,NA,NA,NA,NA,5207084,2031690,3238,2977782,2020,43824,32.56,NA,NA,NA,NA
2020-09-01,Nyamira,Brucellosis,Clinically confirmed,168,NA,NA,NA,NA,23574,78670,0,239250,2020,75754,2.22,NA,NA,NA,NA
2020-09-01,Nyamira,Brucellosis,Lab confirmed,715,NA,NA,NA,NA,23574,78670,0,239250,2020,75754,9.44,NA,NA,NA,NA
2020-09-01,Nyandarua,Brucellosis,Clinically confirmed,154,NA,NA,NA,NA,555524,74018,0,422726,2020,73993,2.08,NA,NA,NA,NA
2020-09-01,Nyandarua,Brucellosis,Lab confirmed,695,NA,NA,NA,NA,555524,74018,0,422726,2020,73993,9.39,NA,NA,NA,NA
2020-09-01,Nyeri,Brucellosis,Clinically confirmed,8,NA,NA,NA,NA,307456,214920,0,329014,2020,89486,0.09,NA,NA,NA,NA
2020-09-01,Nyeri,Brucellosis,Lab confirmed,94,NA,NA,NA,NA,307456,214920,0,329014,2020,89486,1.05,NA,NA,NA,NA
2020-09-01,Samburu,Brucellosis,Clinically confirmed,59,NA,NA,NA,NA,1133544,1433174,96344,571266,2020,11067,5.33,NA,NA,NA,NA
2020-09-01,Samburu,Brucellosis,Lab confirmed,372,NA,NA,NA,NA,1133544,1433174,96344,571266,2020,11067,33.61,NA,NA,NA,NA
2020-09-01,Siaya,Brucellosis,Clinically confirmed,72,NA,NA,NA,NA,266220,326444,0,652362,2020,85251,0.84,NA,NA,NA,NA
2020-09-01,Siaya,Brucellosis,Lab confirmed,397,NA,NA,NA,NA,266220,326444,0,652362,2020,85251,4.66,NA,NA,NA,NA
2020-09-01,Taita Taveta,Brucellosis,Clinically confirmed,53,NA,NA,NA,NA,93070,404226,5260,229628,2020,41581,1.27,NA,NA,NA,NA
2020-09-01,Taita Taveta,Brucellosis,Lab confirmed,109,NA,NA,NA,NA,93070,404226,5260,229628,2020,41581,2.62,NA,NA,NA,NA
2020-09-01,Tana River,Brucellosis,Clinically confirmed,15,NA,NA,NA,NA,896132,1181712,106596,543666,2020,23298,0.64,NA,NA,NA,NA
2020-09-01,Tana River,Brucellosis,Lab confirmed,99,NA,NA,NA,NA,896132,1181712,106596,543666,2020,23298,4.25,NA,NA,NA,NA
2020-09-01,Tharaka Nithi,Brucellosis,Clinically confirmed,73,NA,NA,NA,NA,107632,428434,248,181412,2020,16854,4.33,NA,NA,NA,NA
2020-09-01,Tharaka Nithi,Brucellosis,Lab confirmed,579,NA,NA,NA,NA,107632,428434,248,181412,2020,16854,34.35,NA,NA,NA,NA
2020-09-01,Trans Nzoia,Brucellosis,Clinically confirmed,432,NA,NA,NA,NA,272690,56398,0,366936,2020,166963,2.59,NA,NA,NA,NA
2020-09-01,Trans Nzoia,Brucellosis,Lab confirmed,2084,NA,NA,NA,NA,272690,56398,0,366936,2020,166963,12.48,NA,NA,NA,NA
2020-09-01,Turkana,Brucellosis,Clinically confirmed,347,NA,NA,NA,NA,2107512,3981858,523846,649608,2020,39887,8.7,NA,NA,NA,NA
2020-09-01,Turkana,Brucellosis,Lab confirmed,1021,NA,NA,NA,NA,2107512,3981858,523846,649608,2020,39887,25.6,NA,NA,NA,NA
2020-09-01,Uasin Gishu,Brucellosis,Clinically confirmed,535,NA,NA,NA,NA,439850,91708,296,556844,2020,345146,1.55,NA,NA,NA,NA
2020-09-01,Uasin Gishu,Brucellosis,Lab confirmed,1813,NA,NA,NA,NA,439850,91708,296,556844,2020,345146,5.25,NA,NA,NA,NA
2020-09-01,Vihiga,Brucellosis,Clinically confirmed,69,NA,NA,NA,NA,12290,61708,0,253236,2020,101112,0.68,NA,NA,NA,NA
2020-09-01,Vihiga,Brucellosis,Lab confirmed,427,NA,NA,NA,NA,12290,61708,0,253236,2020,101112,4.22,NA,NA,NA,NA
2020-09-01,Wajir,Brucellosis,Clinically confirmed,74,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2020,183409,0.4,NA,NA,NA,NA
2020-09-01,Wajir,Brucellosis,Lab confirmed,803,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2020,183409,4.38,NA,NA,NA,NA
2020-09-01,West Pokot,Brucellosis,Clinically confirmed,810,NA,NA,NA,NA,716586,1528350,38778,833676,2020,27951,28.98,NA,NA,NA,NA
2020-09-01,West Pokot,Brucellosis,Lab confirmed,2803,NA,NA,NA,NA,716586,1528350,38778,833676,2020,27951,100.28,NA,NA,NA,NA
2020-10-01,Baringo,Brucellosis,Clinically confirmed,382,NA,NA,NA,NA,686686,1867454,77000,819692,2020,43914,8.7,NA,NA,NA,NA
2020-10-01,Baringo,Brucellosis,Lab confirmed,1443,NA,NA,NA,NA,686686,1867454,77000,819692,2020,43914,32.86,NA,NA,NA,NA
2020-10-01,Bomet,Brucellosis,Clinically confirmed,74,NA,NA,NA,NA,160984,152918,0,636418,2020,61439,1.2,NA,NA,NA,NA
2020-10-01,Bomet,Brucellosis,Lab confirmed,493,NA,NA,NA,NA,160984,152918,0,636418,2020,61439,8.02,NA,NA,NA,NA
2020-10-01,Bungoma,Brucellosis,Clinically confirmed,791,NA,NA,NA,NA,156988,219386,0,702518,2020,171522,4.61,NA,NA,NA,NA
2020-10-01,Bungoma,Brucellosis,Lab confirmed,3507,NA,NA,NA,NA,156988,219386,0,702518,2020,171522,20.45,NA,NA,NA,NA
2020-10-01,Busia,Brucellosis,Clinically confirmed,68,NA,NA,NA,NA,43408,164606,0,413256,2020,104191,0.65,NA,NA,NA,NA
2020-10-01,Busia,Brucellosis,Lab confirmed,590,NA,NA,NA,NA,43408,164606,0,413256,2020,104191,5.66,NA,NA,NA,NA
2020-10-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,557,NA,NA,NA,NA,380062,199852,178,300906,2020,12157,45.82,NA,NA,NA,NA
2020-10-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,1909,NA,NA,NA,NA,380062,199852,178,300906,2020,12157,157.03,NA,NA,NA,NA
2020-10-01,Embu,Brucellosis,Clinically confirmed,60,1,NA,NA,NA,90492,538266,456,276830,2020,56650,1.06,3.61,NA,NA,NA
2020-10-01,Embu,Brucellosis,Lab confirmed,669,NA,NA,NA,NA,90492,538266,456,276830,2020,56650,11.81,NA,NA,NA,NA
2020-10-01,Garissa,Brucellosis,Clinically confirmed,139,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2020,484935,0.29,NA,NA,NA,NA
2020-10-01,Garissa,Brucellosis,Lab confirmed,987,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2020,484935,2.04,NA,NA,NA,NA
2020-10-01,Homa Bay,Brucellosis,Clinically confirmed,194,NA,NA,NA,NA,296748,359110,0,681938,2020,128895,1.51,NA,NA,NA,NA
2020-10-01,Homa Bay,Brucellosis,Lab confirmed,1435,NA,NA,NA,NA,296748,359110,0,681938,2020,128895,11.13,NA,NA,NA,NA
2020-10-01,Isiolo,Brucellosis,Clinically confirmed,150,NA,NA,NA,NA,1709450,2060010,297718,543196,2020,33813,4.44,NA,NA,NA,NA
2020-10-01,Isiolo,Brucellosis,Lab confirmed,635,NA,NA,NA,NA,1709450,2060010,297718,543196,2020,33813,18.78,NA,NA,NA,NA
2020-10-01,Kajiado,Brucellosis,Clinically confirmed,213,NA,NA,NA,NA,2241298,1755488,7168,1155420,2020,271202,0.79,NA,NA,NA,NA
2020-10-01,Kajiado,Brucellosis,Lab confirmed,1441,NA,NA,NA,NA,2241298,1755488,7168,1155420,2020,271202,5.31,NA,NA,NA,NA
2020-10-01,Kakamega,Brucellosis,Clinically confirmed,220,NA,NA,NA,NA,113768,156288,0,806900,2020,214295,1.03,NA,NA,NA,NA
2020-10-01,Kakamega,Brucellosis,Lab confirmed,1193,NA,NA,NA,NA,113768,156288,0,806900,2020,214295,5.57,NA,NA,NA,NA
2020-10-01,Kericho,Brucellosis,Clinically confirmed,412,NA,NA,NA,NA,112476,143750,0,483296,2020,82093,5.02,NA,NA,NA,NA
2020-10-01,Kericho,Brucellosis,Lab confirmed,1981,NA,NA,NA,NA,112476,143750,0,483296,2020,82093,24.13,NA,NA,NA,NA
2020-10-01,Kiambu,Brucellosis,Clinically confirmed,25,NA,NA,NA,NA,236778,167194,0,400788,2020,840959,0.03,NA,NA,NA,NA
2020-10-01,Kiambu,Brucellosis,Lab confirmed,410,NA,NA,NA,NA,236778,167194,0,400788,2020,840959,0.49,NA,NA,NA,NA
2020-10-01,Kilifi,Brucellosis,Lab confirmed,61,NA,NA,NA,NA,112962,1084514,4044,472914,2020,346035,0.18,NA,NA,NA,NA
2020-10-01,Kirinyaga,Brucellosis,Clinically confirmed,1,NA,NA,NA,NA,53502,213688,0,232882,2020,89761,0.01,NA,NA,NA,NA
2020-10-01,Kirinyaga,Brucellosis,Lab confirmed,251,NA,NA,NA,NA,53502,213688,0,232882,2020,89761,2.8,NA,NA,NA,NA
2020-10-01,Kisii,Brucellosis,Clinically confirmed,739,NA,NA,NA,NA,22002,113892,0,433716,2020,205372,3.6,NA,NA,NA,NA
2020-10-01,Kisii,Brucellosis,Lab confirmed,3997,NA,NA,NA,NA,22002,113892,0,433716,2020,205372,19.46,NA,NA,NA,NA
2020-10-01,Kisumu,Brucellosis,Clinically confirmed,151,NA,NA,NA,NA,327074,275392,0,485992,2020,387804,0.39,NA,NA,NA,NA
2020-10-01,Kisumu,Brucellosis,Lab confirmed,690,NA,NA,NA,NA,327074,275392,0,485992,2020,387804,1.78,NA,NA,NA,NA
2020-10-01,Kitui,Brucellosis,Clinically confirmed,178,NA,NA,2,NA,211660,2741120,10404,687264,2020,48553,3.67,NA,NA,0.73,NA
2020-10-01,Kitui,Brucellosis,Lab confirmed,779,NA,NA,NA,NA,211660,2741120,10404,687264,2020,48553,16.04,NA,NA,NA,NA
2020-10-01,Kwale,Brucellosis,Lab confirmed,36,NA,NA,NA,NA,181230,764820,2192,620868,2020,100253,0.36,NA,NA,NA,NA
