date,county,diseases,diagnosis,hum_cases,catt_cases,cam_cases,goat_cases,shp_cases,sheep_pop,goat_pop,cam_pop,catt_pop,y
2020-03-01,Kericho,Brucellosis,Lab confirmed,2276,NA,NA,NA,NA,112476,143750,0,483296,2020
2020-03-01,Kiambu,Brucellosis,Clinically confirmed,46,NA,NA,NA,NA,236778,167194,0,400788,2020
2020-03-01,Kiambu,Brucellosis,Lab confirmed,863,NA,NA,NA,NA,236778,167194,0,400788,2020
2020-03-01,Kilifi,Brucellosis,Lab confirmed,54,NA,NA,NA,NA,112962,1084514,4044,472914,2020
2020-03-01,Kirinyaga,Brucellosis,Clinically confirmed,6,NA,NA,NA,NA,53502,213688,0,232882,2020
2020-03-01,Kirinyaga,Brucellosis,Lab confirmed,116,NA,NA,NA,NA,53502,213688,0,232882,2020
2020-03-01,Kisii,Brucellosis,Clinically confirmed,509,NA,NA,NA,NA,22002,113892,0,433716,2020
2020-03-01,Kisii,Brucellosis,Lab confirmed,3039,NA,NA,NA,NA,22002,113892,0,433716,2020
2020-03-01,Kisumu,Brucellosis,Clinically confirmed,71,NA,NA,NA,NA,327074,275392,0,485992,2020
2020-03-01,Kisumu,Brucellosis,Lab confirmed,639,NA,NA,NA,NA,327074,275392,0,485992,2020
2020-03-01,Kitui,Brucellosis,Clinically confirmed,175,NA,NA,NA,NA,211660,2741120,10404,687264,2020
2020-03-01,Kitui,Brucellosis,Lab confirmed,995,NA,NA,NA,NA,211660,2741120,10404,687264,2020
2020-03-01,Kwale,Brucellosis,Clinically confirmed,5,NA,NA,NA,NA,181230,764820,2192,620868,2020
2020-03-01,Kwale,Brucellosis,Lab confirmed,27,NA,NA,NA,NA,181230,764820,2192,620868,2020
2020-03-01,Laikipia,Brucellosis,Clinically confirmed,47,NA,NA,NA,NA,1227564,805052,15654,540130,2020
2020-03-01,Laikipia,Brucellosis,Lab confirmed,1371,NA,NA,NA,NA,1227564,805052,15654,540130,2020
2020-03-01,Machakos,Brucellosis,Clinically confirmed,132,NA,NA,NA,NA,343050,1249782,2946,724702,2020
2020-03-01,Machakos,Brucellosis,Lab confirmed,553,NA,NA,NA,NA,343050,1249782,2946,724702,2020
2020-03-01,Makueni,Brucellosis,Clinically confirmed,17,NA,NA,NA,NA,266230,1599276,2222,651606,2020
2020-03-01,Makueni,Brucellosis,Lab confirmed,399,NA,NA,NA,NA,266230,1599276,2222,651606,2020
2020-03-01,Mandera,Brucellosis,Clinically confirmed,66,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2020
2020-03-01,Mandera,Brucellosis,Lab confirmed,334,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2020
2020-03-01,Marsabit,Brucellosis,Clinically confirmed,272,NA,NA,NA,NA,1255664,1488950,430468,481472,2020
2020-03-01,Marsabit,Brucellosis,Lab confirmed,406,NA,NA,NA,NA,1255664,1488950,430468,481472,2020
2020-03-01,Meru,Brucellosis,Clinically confirmed,112,NA,NA,NA,NA,277542,684396,11464,624368,2020
2020-03-01,Meru,Brucellosis,Lab confirmed,772,NA,NA,NA,NA,277542,684396,11464,624368,2020
2020-03-01,Migori,Brucellosis,Clinically confirmed,392,NA,NA,NA,NA,141704,284408,0,646640,2020
2020-03-01,Migori,Brucellosis,Lab confirmed,1660,NA,NA,NA,NA,141704,284408,0,646640,2020
2020-03-01,Mombasa,Brucellosis,Clinically confirmed,8,NA,NA,NA,NA,4584,50822,116,21302,2020
2020-03-01,Mombasa,Brucellosis,Lab confirmed,29,NA,NA,NA,NA,4584,50822,116,21302,2020
2020-03-01,Murang'a,Brucellosis,Clinically confirmed,13,21,NA,NA,NA,112950,347526,0,420206,2020
2020-03-01,Murang'a,Brucellosis,Lab confirmed,96,NA,NA,NA,NA,112950,347526,0,420206,2020
2020-03-01,Nairobi,Brucellosis,Clinically confirmed,721,NA,NA,NA,NA,38218,56830,0,58658,2020
2020-03-01,Nairobi,Brucellosis,Lab confirmed,734,NA,NA,NA,NA,38218,56830,0,58658,2020
2020-03-01,Nakuru,Brucellosis,Clinically confirmed,1105,NA,NA,NA,NA,1064442,410784,776,793052,2020
2020-03-01,Nakuru,Brucellosis,Lab confirmed,4064,NA,NA,NA,NA,1064442,410784,776,793052,2020
2020-03-01,Nandi,Brucellosis,Clinically confirmed,1261,NA,NA,NA,NA,195424,70192,0,486836,2020
2020-03-01,Nandi,Brucellosis,Lab confirmed,2975,NA,NA,NA,NA,195424,70192,0,486836,2020
2020-03-01,Narok,Brucellosis,Clinically confirmed,782,NA,NA,NA,NA,5207084,2031690,3238,2977782,2020
2020-03-01,Narok,Brucellosis,Lab confirmed,2303,NA,NA,NA,NA,5207084,2031690,3238,2977782,2020
2020-03-01,Nyamira,Brucellosis,Clinically confirmed,257,NA,NA,NA,NA,23574,78670,0,239250,2020
2020-03-01,Nyamira,Brucellosis,Lab confirmed,1095,NA,NA,NA,NA,23574,78670,0,239250,2020
2020-03-01,Nyandarua,Brucellosis,Clinically confirmed,204,NA,NA,NA,NA,555524,74018,0,422726,2020
2020-03-01,Nyandarua,Brucellosis,Lab confirmed,793,NA,NA,NA,NA,555524,74018,0,422726,2020
2020-03-01,Nyeri,Brucellosis,Clinically confirmed,12,NA,NA,NA,NA,307456,214920,0,329014,2020
2020-03-01,Nyeri,Brucellosis,Lab confirmed,133,NA,NA,NA,NA,307456,214920,0,329014,2020
2020-03-01,Samburu,Brucellosis,Clinically confirmed,69,NA,NA,NA,NA,1133544,1433174,96344,571266,2020
2020-03-01,Samburu,Brucellosis,Lab confirmed,216,NA,NA,NA,NA,1133544,1433174,96344,571266,2020
2020-03-01,Siaya,Brucellosis,Clinically confirmed,72,NA,NA,NA,NA,266220,326444,0,652362,2020
2020-03-01,Siaya,Brucellosis,Lab confirmed,528,NA,NA,NA,NA,266220,326444,0,652362,2020
2020-03-01,Taita Taveta,Brucellosis,Clinically confirmed,29,NA,NA,NA,NA,93070,404226,5260,229628,2020
2020-03-01,Taita Taveta,Brucellosis,Lab confirmed,241,NA,NA,NA,NA,93070,404226,5260,229628,2020
2020-03-01,Tana River,Brucellosis,Clinically confirmed,17,NA,NA,NA,NA,896132,1181712,106596,543666,2020
2020-03-01,Tana River,Brucellosis,Lab confirmed,364,NA,NA,NA,NA,896132,1181712,106596,543666,2020
2020-03-01,Tharaka Nithi,Brucellosis,Clinically confirmed,140,NA,NA,NA,NA,107632,428434,248,181412,2020
2020-03-01,Tharaka Nithi,Brucellosis,Lab confirmed,771,NA,NA,NA,NA,107632,428434,248,181412,2020
2020-03-01,Trans Nzoia,Brucellosis,Clinically confirmed,631,NA,NA,NA,NA,272690,56398,0,366936,2020
2020-03-01,Trans Nzoia,Brucellosis,Lab confirmed,2187,NA,NA,NA,NA,272690,56398,0,366936,2020
2020-03-01,Turkana,Brucellosis,Clinically confirmed,204,NA,NA,NA,NA,2107512,3981858,523846,649608,2020
2020-03-01,Turkana,Brucellosis,Lab confirmed,419,NA,NA,NA,NA,2107512,3981858,523846,649608,2020
2020-03-01,Uasin Gishu,Brucellosis,Clinically confirmed,650,NA,NA,NA,NA,439850,91708,296,556844,2020
2020-03-01,Uasin Gishu,Brucellosis,Lab confirmed,2107,NA,NA,NA,NA,439850,91708,296,556844,2020
2020-03-01,Vihiga,Brucellosis,Clinically confirmed,69,NA,NA,NA,NA,12290,61708,0,253236,2020
2020-03-01,Vihiga,Brucellosis,Lab confirmed,973,NA,NA,NA,NA,12290,61708,0,253236,2020
2020-03-01,Wajir,Brucellosis,Clinically confirmed,67,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2020
2020-03-01,Wajir,Brucellosis,Lab confirmed,588,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2020
2020-03-01,West Pokot,Brucellosis,Clinically confirmed,3605,NA,NA,NA,NA,716586,1528350,38778,833676,2020
2020-03-01,West Pokot,Brucellosis,Lab confirmed,2724,NA,NA,NA,NA,716586,1528350,38778,833676,2020
2020-04-01,Baringo,Brucellosis,Clinically confirmed,276,NA,NA,NA,NA,686686,1867454,77000,819692,2020
2020-04-01,Baringo,Brucellosis,Lab confirmed,964,NA,NA,NA,NA,686686,1867454,77000,819692,2020
2020-04-01,Bomet,Brucellosis,Clinically confirmed,72,NA,NA,NA,NA,160984,152918,0,636418,2020
2020-04-01,Bomet,Brucellosis,Lab confirmed,527,NA,NA,NA,NA,160984,152918,0,636418,2020
2020-04-01,Bungoma,Brucellosis,Clinically confirmed,639,NA,NA,NA,NA,156988,219386,0,702518,2020
2020-04-01,Bungoma,Brucellosis,Lab confirmed,2659,NA,NA,NA,NA,156988,219386,0,702518,2020
2020-04-01,Busia,Brucellosis,Clinically confirmed,57,NA,NA,NA,NA,43408,164606,0,413256,2020
2020-04-01,Busia,Brucellosis,Lab confirmed,343,NA,NA,NA,NA,43408,164606,0,413256,2020
2020-04-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,622,NA,NA,NA,NA,380062,199852,178,300906,2020
2020-04-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,1598,NA,NA,NA,NA,380062,199852,178,300906,2020
2020-04-01,Embu,Brucellosis,Clinically confirmed,120,NA,NA,NA,NA,90492,538266,456,276830,2020
2020-04-01,Embu,Brucellosis,Lab confirmed,250,NA,NA,NA,NA,90492,538266,456,276830,2020
2020-04-01,Garissa,Brucellosis,Clinically confirmed,68,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2020
2020-04-01,Garissa,Brucellosis,Lab confirmed,392,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2020
2020-04-01,Homa Bay,Brucellosis,Clinically confirmed,161,NA,NA,NA,NA,296748,359110,0,681938,2020
2020-04-01,Homa Bay,Brucellosis,Lab confirmed,641,NA,NA,NA,NA,296748,359110,0,681938,2020
2020-04-01,Isiolo,Brucellosis,Clinically confirmed,146,NA,NA,NA,NA,1709450,2060010,297718,543196,2020
2020-04-01,Isiolo,Brucellosis,Lab confirmed,568,NA,NA,NA,NA,1709450,2060010,297718,543196,2020
2020-04-01,Kajiado,Brucellosis,Clinically confirmed,215,NA,NA,NA,NA,2241298,1755488,7168,1155420,2020
2020-04-01,Kajiado,Brucellosis,Lab confirmed,1230,NA,NA,NA,NA,2241298,1755488,7168,1155420,2020
2020-04-01,Kakamega,Brucellosis,Clinically confirmed,165,NA,NA,NA,NA,113768,156288,0,806900,2020
2020-04-01,Kakamega,Brucellosis,Lab confirmed,670,NA,NA,NA,NA,113768,156288,0,806900,2020
2020-04-01,Kericho,Brucellosis,Clinically confirmed,1002,NA,NA,NA,NA,112476,143750,0,483296,2020
2020-04-01,Kericho,Brucellosis,Lab confirmed,2029,NA,NA,NA,NA,112476,143750,0,483296,2020
2020-04-01,Kiambu,Brucellosis,Clinically confirmed,41,NA,NA,NA,NA,236778,167194,0,400788,2020
2020-04-01,Kiambu,Brucellosis,Lab confirmed,432,NA,NA,NA,NA,236778,167194,0,400788,2020
2020-04-01,Kilifi,Brucellosis,Lab confirmed,19,NA,NA,NA,NA,112962,1084514,4044,472914,2020
2020-04-01,Kirinyaga,Brucellosis,Clinically confirmed,6,NA,NA,NA,NA,53502,213688,0,232882,2020
2020-04-01,Kirinyaga,Brucellosis,Lab confirmed,118,NA,NA,NA,NA,53502,213688,0,232882,2020
2020-04-01,Kisii,Brucellosis,Clinically confirmed,459,NA,NA,NA,NA,22002,113892,0,433716,2020
2020-04-01,Kisii,Brucellosis,Lab confirmed,1983,NA,NA,NA,NA,22002,113892,0,433716,2020
2020-04-01,Kisumu,Brucellosis,Clinically confirmed,40,NA,NA,NA,NA,327074,275392,0,485992,2020
2020-04-01,Kisumu,Brucellosis,Lab confirmed,499,NA,NA,NA,NA,327074,275392,0,485992,2020
2020-04-01,Kitui,Brucellosis,Clinically confirmed,124,NA,NA,NA,NA,211660,2741120,10404,687264,2020
2020-04-01,Kitui,Brucellosis,Lab confirmed,719,NA,NA,NA,NA,211660,2741120,10404,687264,2020
2020-04-01,Kwale,Brucellosis,Clinically confirmed,2,NA,NA,NA,NA,181230,764820,2192,620868,2020
2020-04-01,Kwale,Brucellosis,Lab confirmed,18,NA,NA,NA,NA,181230,764820,2192,620868,2020
2020-04-01,Laikipia,Brucellosis,Clinically confirmed,51,NA,NA,NA,NA,1227564,805052,15654,540130,2020
2020-04-01,Laikipia,Brucellosis,Lab confirmed,197,NA,NA,NA,NA,1227564,805052,15654,540130,2020
2020-04-01,Lamu,Brucellosis,Clinically confirmed,35,NA,NA,NA,NA,84290,195758,250,196642,2020
2020-04-01,Machakos,Brucellosis,Clinically confirmed,87,NA,NA,NA,NA,343050,1249782,2946,724702,2020
2020-04-01,Machakos,Brucellosis,Lab confirmed,400,NA,NA,NA,NA,343050,1249782,2946,724702,2020
2020-04-01,Makueni,Brucellosis,Clinically confirmed,7,NA,NA,NA,NA,266230,1599276,2222,651606,2020
2020-04-01,Makueni,Brucellosis,Lab confirmed,279,NA,NA,NA,NA,266230,1599276,2222,651606,2020
2020-04-01,Mandera,Brucellosis,Clinically confirmed,59,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2020
2020-04-01,Mandera,Brucellosis,Lab confirmed,213,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2020
2020-04-01,Marsabit,Brucellosis,Clinically confirmed,197,NA,NA,NA,NA,1255664,1488950,430468,481472,2020
2020-04-01,Marsabit,Brucellosis,Lab confirmed,306,NA,NA,NA,NA,1255664,1488950,430468,481472,2020
2020-04-01,Meru,Brucellosis,Clinically confirmed,92,NA,NA,NA,NA,277542,684396,11464,624368,2020
2020-04-01,Meru,Brucellosis,Lab confirmed,564,NA,NA,NA,NA,277542,684396,11464,624368,2020
2020-04-01,Migori,Brucellosis,Clinically confirmed,399,NA,NA,NA,NA,141704,284408,0,646640,2020
2020-04-01,Migori,Brucellosis,Lab confirmed,1119,NA,NA,NA,NA,141704,284408,0,646640,2020
2020-04-01,Mombasa,Brucellosis,Clinically confirmed,4,NA,NA,NA,NA,4584,50822,116,21302,2020
2020-04-01,Mombasa,Brucellosis,Lab confirmed,24,NA,NA,NA,NA,4584,50822,116,21302,2020
2020-04-01,Murang'a,Brucellosis,Clinically confirmed,5,NA,NA,NA,NA,112950,347526,0,420206,2020
2020-04-01,Murang'a,Brucellosis,Lab confirmed,86,NA,NA,NA,NA,112950,347526,0,420206,2020
2020-04-01,Nairobi,Brucellosis,Clinically confirmed,382,NA,NA,NA,NA,38218,56830,0,58658,2020
2020-04-01,Nairobi,Brucellosis,Lab confirmed,395,NA,NA,NA,NA,38218,56830,0,58658,2020
2020-04-01,Nakuru,Brucellosis,Clinically confirmed,775,NA,NA,NA,NA,1064442,410784,776,793052,2020
2020-04-01,Nakuru,Brucellosis,Lab confirmed,2653,NA,NA,NA,NA,1064442,410784,776,793052,2020
2020-04-01,Nandi,Brucellosis,Clinically confirmed,899,NA,NA,NA,NA,195424,70192,0,486836,2020
2020-04-01,Nandi,Brucellosis,Lab confirmed,1894,NA,NA,NA,NA,195424,70192,0,486836,2020
2020-04-01,Narok,Brucellosis,Clinically confirmed,627,NA,NA,NA,NA,5207084,2031690,3238,2977782,2020
2020-04-01,Narok,Brucellosis,Lab confirmed,1598,NA,NA,NA,NA,5207084,2031690,3238,2977782,2020
2020-04-01,Nyamira,Brucellosis,Clinically confirmed,153,NA,NA,NA,NA,23574,78670,0,239250,2020
2020-04-01,Nyamira,Brucellosis,Lab confirmed,711,NA,NA,NA,NA,23574,78670,0,239250,2020
2020-04-01,Nyandarua,Brucellosis,Clinically confirmed,197,NA,NA,NA,NA,555524,74018,0,422726,2020
2020-04-01,Nyandarua,Brucellosis,Lab confirmed,426,NA,NA,NA,NA,555524,74018,0,422726,2020
2020-04-01,Nyeri,Brucellosis,Clinically confirmed,12,NA,NA,NA,NA,307456,214920,0,329014,2020
2020-04-01,Nyeri,Brucellosis,Lab confirmed,68,NA,NA,NA,NA,307456,214920,0,329014,2020
2020-04-01,Samburu,Brucellosis,Clinically confirmed,38,NA,NA,NA,NA,1133544,1433174,96344,571266,2020
2020-04-01,Samburu,Brucellosis,Lab confirmed,193,NA,NA,NA,NA,1133544,1433174,96344,571266,2020
2020-04-01,Siaya,Brucellosis,Clinically confirmed,82,1,NA,NA,NA,266220,326444,0,652362,2020
2020-04-01,Siaya,Brucellosis,Lab confirmed,385,NA,NA,NA,NA,266220,326444,0,652362,2020
2020-04-01,Taita Taveta,Brucellosis,Clinically confirmed,14,NA,NA,NA,NA,93070,404226,5260,229628,2020
2020-04-01,Taita Taveta,Brucellosis,Lab confirmed,163,NA,NA,NA,NA,93070,404226,5260,229628,2020
2020-04-01,Tana River,Brucellosis,Clinically confirmed,21,NA,NA,NA,NA,896132,1181712,106596,543666,2020
2020-04-01,Tana River,Brucellosis,Lab confirmed,124,NA,NA,NA,NA,896132,1181712,106596,543666,2020
2020-04-01,Tharaka Nithi,Brucellosis,Clinically confirmed,198,NA,NA,NA,NA,107632,428434,248,181412,2020
2020-04-01,Tharaka Nithi,Brucellosis,Lab confirmed,535,NA,NA,NA,NA,107632,428434,248,181412,2020
2020-04-01,Trans Nzoia,Brucellosis,Clinically confirmed,418,NA,NA,NA,NA,272690,56398,0,366936,2020
2020-04-01,Trans Nzoia,Brucellosis,Lab confirmed,1673,NA,NA,NA,NA,272690,56398,0,366936,2020
2020-04-01,Turkana,Brucellosis,Clinically confirmed,243,NA,NA,NA,NA,2107512,3981858,523846,649608,2020
2020-04-01,Turkana,Brucellosis,Lab confirmed,876,NA,NA,2,9,2107512,3981858,523846,649608,2020
2020-04-01,Uasin Gishu,Brucellosis,Clinically confirmed,429,NA,NA,NA,NA,439850,91708,296,556844,2020
2020-04-01,Uasin Gishu,Brucellosis,Lab confirmed,1737,NA,NA,NA,NA,439850,91708,296,556844,2020
2020-04-01,Vihiga,Brucellosis,Clinically confirmed,65,NA,NA,NA,NA,12290,61708,0,253236,2020
2020-04-01,Vihiga,Brucellosis,Lab confirmed,313,NA,NA,NA,NA,12290,61708,0,253236,2020
2020-04-01,Wajir,Brucellosis,Clinically confirmed,44,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2020
2020-04-01,Wajir,Brucellosis,Lab confirmed,528,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2020
2020-04-01,West Pokot,Brucellosis,Clinically confirmed,424,NA,NA,NA,NA,716586,1528350,38778,833676,2020
2020-04-01,West Pokot,Brucellosis,Lab confirmed,1275,NA,NA,NA,NA,716586,1528350,38778,833676,2020
2020-05-01,Baringo,Brucellosis,Clinically confirmed,317,NA,NA,NA,NA,686686,1867454,77000,819692,2020
2020-05-01,Baringo,Brucellosis,Lab confirmed,1138,NA,NA,NA,NA,686686,1867454,77000,819692,2020
2020-05-01,Bomet,Brucellosis,Clinically confirmed,74,NA,NA,NA,NA,160984,152918,0,636418,2020
2020-05-01,Bomet,Brucellosis,Lab confirmed,502,NA,NA,NA,NA,160984,152918,0,636418,2020
2020-05-01,Bungoma,Brucellosis,Clinically confirmed,678,NA,NA,NA,NA,156988,219386,0,702518,2020
2020-05-01,Bungoma,Brucellosis,Lab confirmed,2754,NA,NA,NA,NA,156988,219386,0,702518,2020
2020-05-01,Busia,Brucellosis,Clinically confirmed,95,NA,NA,NA,NA,43408,164606,0,413256,2020
2020-05-01,Busia,Brucellosis,Lab confirmed,447,NA,NA,NA,NA,43408,164606,0,413256,2020
2020-05-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,572,NA,NA,NA,NA,380062,199852,178,300906,2020
2020-05-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,1790,NA,NA,NA,NA,380062,199852,178,300906,2020
2020-05-01,Embu,Brucellosis,Clinically confirmed,212,NA,NA,NA,NA,90492,538266,456,276830,2020
2020-05-01,Embu,Brucellosis,Lab confirmed,303,NA,NA,NA,NA,90492,538266,456,276830,2020
2020-05-01,Garissa,Brucellosis,Clinically confirmed,79,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2020
2020-05-01,Garissa,Brucellosis,Lab confirmed,598,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2020
2020-05-01,Homa Bay,Brucellosis,Clinically confirmed,213,NA,NA,NA,NA,296748,359110,0,681938,2020
2020-05-01,Homa Bay,Brucellosis,Lab confirmed,685,NA,NA,NA,NA,296748,359110,0,681938,2020
2020-05-01,Isiolo,Brucellosis,Clinically confirmed,164,NA,NA,NA,NA,1709450,2060010,297718,543196,2020
2020-05-01,Isiolo,Brucellosis,Lab confirmed,78,NA,NA,NA,NA,1709450,2060010,297718,543196,2020
2020-05-01,Kajiado,Brucellosis,Clinically confirmed,245,NA,NA,NA,NA,2241298,1755488,7168,1155420,2020
2020-05-01,Kajiado,Brucellosis,Lab confirmed,1335,NA,NA,NA,NA,2241298,1755488,7168,1155420,2020
2020-05-01,Kakamega,Brucellosis,Clinically confirmed,180,NA,NA,NA,NA,113768,156288,0,806900,2020
2020-05-01,Kakamega,Brucellosis,Lab confirmed,780,NA,NA,NA,NA,113768,156288,0,806900,2020
2020-05-01,Kericho,Brucellosis,Clinically confirmed,430,NA,NA,NA,NA,112476,143750,0,483296,2020
2020-05-01,Kericho,Brucellosis,Lab confirmed,2035,NA,NA,NA,NA,112476,143750,0,483296,2020
2020-05-01,Kiambu,Brucellosis,Clinically confirmed,79,NA,NA,NA,NA,236778,167194,0,400788,2020
2020-05-01,Kiambu,Brucellosis,Lab confirmed,472,NA,NA,NA,NA,236778,167194,0,400788,2020
2020-05-01,Kilifi,Brucellosis,Lab confirmed,35,NA,NA,NA,NA,112962,1084514,4044,472914,2020
2020-05-01,Kirinyaga,Brucellosis,Clinically confirmed,10,NA,NA,NA,NA,53502,213688,0,232882,2020
2020-05-01,Kirinyaga,Brucellosis,Lab confirmed,60,NA,NA,NA,NA,53502,213688,0,232882,2020
2020-05-01,Kisii,Brucellosis,Clinically confirmed,522,NA,NA,NA,NA,22002,113892,0,433716,2020
2020-05-01,Kisii,Brucellosis,Lab confirmed,2184,NA,NA,NA,NA,22002,113892,0,433716,2020
2020-05-01,Kisumu,Brucellosis,Clinically confirmed,42,NA,NA,NA,NA,327074,275392,0,485992,2020
2020-05-01,Kisumu,Brucellosis,Lab confirmed,554,NA,NA,NA,NA,327074,275392,0,485992,2020
2020-05-01,Kitui,Brucellosis,Clinically confirmed,166,NA,NA,NA,NA,211660,2741120,10404,687264,2020
2020-05-01,Kitui,Brucellosis,Lab confirmed,774,NA,NA,NA,NA,211660,2741120,10404,687264,2020
2020-05-01,Kwale,Brucellosis,Clinically confirmed,3,NA,NA,NA,NA,181230,764820,2192,620868,2020
2020-05-01,Kwale,Brucellosis,Lab confirmed,33,NA,NA,NA,NA,181230,764820,2192,620868,2020
2020-05-01,Laikipia,Brucellosis,Clinically confirmed,53,NA,NA,NA,NA,1227564,805052,15654,540130,2020
2020-05-01,Laikipia,Brucellosis,Lab confirmed,251,NA,NA,NA,NA,1227564,805052,15654,540130,2020
2020-05-01,Machakos,Brucellosis,Clinically confirmed,98,NA,NA,NA,NA,343050,1249782,2946,724702,2020
2020-05-01,Machakos,Brucellosis,Lab confirmed,421,NA,NA,NA,NA,343050,1249782,2946,724702,2020
2020-05-01,Makueni,Brucellosis,Clinically confirmed,13,NA,NA,NA,NA,266230,1599276,2222,651606,2020
2020-05-01,Makueni,Brucellosis,Lab confirmed,250,NA,NA,NA,NA,266230,1599276,2222,651606,2020
2020-05-01,Mandera,Brucellosis,Clinically confirmed,65,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2020
2020-05-01,Mandera,Brucellosis,Lab confirmed,281,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2020
2020-05-01,Marsabit,Brucellosis,Clinically confirmed,275,NA,NA,NA,NA,1255664,1488950,430468,481472,2020
2020-05-01,Marsabit,Brucellosis,Lab confirmed,348,NA,NA,NA,NA,1255664,1488950,430468,481472,2020
2020-05-01,Meru,Brucellosis,Clinically confirmed,149,NA,NA,NA,NA,277542,684396,11464,624368,2020
2020-05-01,Meru,Brucellosis,Lab confirmed,181,NA,NA,NA,NA,277542,684396,11464,624368,2020
2020-05-01,Migori,Brucellosis,Clinically confirmed,351,NA,NA,NA,NA,141704,284408,0,646640,2020
2020-05-01,Migori,Brucellosis,Lab confirmed,1236,NA,NA,NA,NA,141704,284408,0,646640,2020
2020-05-01,Mombasa,Brucellosis,Clinically confirmed,3,NA,NA,NA,NA,4584,50822,116,21302,2020
2020-05-01,Mombasa,Brucellosis,Lab confirmed,21,NA,NA,NA,NA,4584,50822,116,21302,2020
2020-05-01,Murang'a,Brucellosis,Clinically confirmed,7,NA,NA,NA,NA,112950,347526,0,420206,2020
2020-05-01,Murang'a,Brucellosis,Lab confirmed,85,NA,NA,NA,NA,112950,347526,0,420206,2020
2020-05-01,Nairobi,Brucellosis,Clinically confirmed,423,NA,NA,NA,NA,38218,56830,0,58658,2020
2020-05-01,Nairobi,Brucellosis,Lab confirmed,581,NA,NA,NA,NA,38218,56830,0,58658,2020
2020-05-01,Nakuru,Brucellosis,Clinically confirmed,827,NA,NA,NA,NA,1064442,410784,776,793052,2020
2020-05-01,Nakuru,Brucellosis,Lab confirmed,3064,NA,NA,NA,NA,1064442,410784,776,793052,2020
2020-05-01,Nandi,Brucellosis,Clinically confirmed,1221,NA,NA,NA,NA,195424,70192,0,486836,2020
2020-05-01,Nandi,Brucellosis,Lab confirmed,2863,NA,NA,NA,NA,195424,70192,0,486836,2020
2020-05-01,Narok,Brucellosis,Clinically confirmed,738,NA,NA,NA,NA,5207084,2031690,3238,2977782,2020
2020-05-01,Narok,Brucellosis,Lab confirmed,1923,NA,NA,NA,NA,5207084,2031690,3238,2977782,2020
2020-05-01,Nyamira,Brucellosis,Clinically confirmed,192,NA,NA,NA,NA,23574,78670,0,239250,2020
2020-05-01,Nyamira,Brucellosis,Lab confirmed,886,NA,NA,NA,NA,23574,78670,0,239250,2020
2020-05-01,Nyandarua,Brucellosis,Clinically confirmed,129,NA,NA,NA,NA,555524,74018,0,422726,2020
2020-05-01,Nyandarua,Brucellosis,Lab confirmed,742,NA,NA,NA,NA,555524,74018,0,422726,2020
2020-05-01,Nyeri,Brucellosis,Clinically confirmed,9,NA,NA,NA,NA,307456,214920,0,329014,2020
2020-05-01,Nyeri,Brucellosis,Lab confirmed,83,NA,NA,NA,NA,307456,214920,0,329014,2020
2020-05-01,Samburu,Brucellosis,Clinically confirmed,61,NA,NA,NA,NA,1133544,1433174,96344,571266,2020
2020-05-01,Samburu,Brucellosis,Lab confirmed,325,NA,NA,NA,NA,1133544,1433174,96344,571266,2020
2020-05-01,Siaya,Brucellosis,Clinically confirmed,73,NA,NA,NA,NA,266220,326444,0,652362,2020
2020-05-01,Siaya,Brucellosis,Lab confirmed,453,NA,NA,NA,NA,266220,326444,0,652362,2020
2020-05-01,Taita Taveta,Brucellosis,Clinically confirmed,35,NA,NA,NA,NA,93070,404226,5260,229628,2020
2020-05-01,Taita Taveta,Brucellosis,Lab confirmed,169,NA,NA,NA,NA,93070,404226,5260,229628,2020
2020-05-01,Tana River,Brucellosis,Clinically confirmed,17,NA,NA,NA,NA,896132,1181712,106596,543666,2020
2020-05-01,Tana River,Brucellosis,Lab confirmed,115,NA,NA,NA,NA,896132,1181712,106596,543666,2020
2020-05-01,Tharaka Nithi,Brucellosis,Clinically confirmed,200,NA,NA,NA,NA,107632,428434,248,181412,2020
2020-05-01,Tharaka Nithi,Brucellosis,Lab confirmed,530,NA,NA,NA,NA,107632,428434,248,181412,2020
2020-05-01,Trans Nzoia,Brucellosis,Clinically confirmed,491,NA,NA,NA,NA,272690,56398,0,366936,2020
2020-05-01,Trans Nzoia,Brucellosis,Lab confirmed,1647,NA,NA,NA,NA,272690,56398,0,366936,2020
