county,lag,Model type,variable,estimate,std.error,statistic,p.value,conf.low,conf.high,r_squared,AIC,adj_r_squared,significance
Kajiado,1,Individual,Camel incidence,,,,,,,0.00139310359822865,1203.69175485822,-0.018,
Kajiado,1,Individual,Sheep incidence,69.519,226.274,0.307,0.759,-302.701,441.739,0.00139310359822865,1203.69175485822,-0.018,Not Significant
Kajiado,1,Individual,Cattle incidence,,,,,,,0.00139310359822865,1203.69175485822,-0.018,
Kajiado,1,Individual,Goat Incidence,1.711,7.706,0.222,0.825,-10.965,14.387,0.00139310359822865,1203.69175485822,-0.018,Not Significant
Kajiado,2,Individual,(Intercept),2.206,27.998,0.079,0.937,-43.85,48.262,0.000376449638192332,1193.36681495359,-0.019,Not Significant
Kajiado,2,Individual,Camel incidence,,,,,,,0.000376449638192332,1193.36681495359,-0.019,
Kajiado,2,Individual,Sheep incidence,39.858,227.337,0.175,0.861,-334.111,413.826,0.000376449638192332,1193.36681495359,-0.019,Not Significant
Kajiado,2,Individual,Cattle incidence,,,,,,,0.000376449638192332,1193.36681495359,-0.019,
Kajiado,2,Individual,Goat Incidence,0.678,7.742,0.088,0.93,-12.057,13.413,0.000376449638192332,1193.36681495359,-0.019,Not Significant
Kajiado,3,Individual,(Intercept),3.584,28.384,0.126,0.9,-43.107,50.275,0.00175514598557986,1182.89583485556,-0.018,Not Significant
Kajiado,3,Individual,Camel incidence,,,,,,,0.00175514598557986,1182.89583485556,-0.018,
Kajiado,3,Individual,Sheep incidence,63.494,228.265,0.278,0.781,-312.002,438.99,0.00175514598557986,1182.89583485556,-0.018,Not Significant
Kajiado,3,Individual,Cattle incidence,,,,,,,0.00175514598557986,1182.89583485556,-0.018,
Kajiado,3,Individual,Goat Incidence,-3.497,11.046,-0.317,0.752,-21.668,14.675,0.00175514598557986,1182.89583485556,-0.018,Not Significant
Kajiado,4,Individual,(Intercept),2.68,26.581,0.101,0.92,-41.046,46.407,0.124493537809787,1157.08067395159,0.116,Not Significant
Kajiado,4,Individual,Camel incidence,,,,,,,0.124493537809787,1157.08067395159,0.116,
Kajiado,4,Individual,Sheep incidence,-810.13,213.772,-3.79,0,-1161.785,-458.476,0.124493537809787,1157.08067395159,0.116,Significant
Kajiado,4,Individual,Cattle incidence,,,,,,,0.124493537809787,1157.08067395159,0.116,
Kajiado,4,Individual,Goat Incidence,,,,,,,0.124493537809787,1157.08067395159,0.116,
Kajiado,5,Individual,(Intercept),3.281,22.954,0.143,0.887,-34.479,41.041,0.359561482485432,1114.96391724134,0.353,Not Significant
Kajiado,5,Individual,Camel incidence,,,,,,,0.359561482485432,1114.96391724134,0.353,
Kajiado,5,Individual,Sheep incidence,1376.48,183.705,7.493,0,1074.284,1678.675,0.359561482485432,1114.96391724134,0.353,Significant
Kajiado,5,Individual,Cattle incidence,,,,,,,0.359561482485432,1114.96391724134,0.353,
Kajiado,5,Individual,Goat Incidence,,,,,,,0.359561482485432,1114.96391724134,0.353,
Kajiado,6,Individual,(Intercept),0.762,27.06,0.028,0.978,-43.751,45.275,0.120691996691072,1136.31208652189,0.112,Not Significant
Kajiado,6,Individual,Camel incidence,,,,,,,0.120691996691072,1136.31208652189,0.112,
Kajiado,6,Individual,Sheep incidence,-794.372,215.495,-3.686,0,-1148.862,-439.883,0.120691996691072,1136.31208652189,0.112,Significant
Kajiado,6,Individual,Cattle incidence,,,,,,,0.120691996691072,1136.31208652189,0.112,
Kajiado,6,Individual,Goat Incidence,,,,,,,0.120691996691072,1136.31208652189,0.112,
Kakamega,0,Combined,(Intercept),2.764,13.261,0.208,0.835,-19.051,24.578,0.0207996053644681,1057.12873104873,0.011,Not Significant
Kakamega,0,Combined,Total animal incidence,1.878,1.257,1.493,0.138,-0.191,3.946,0.0207996053644681,1057.12873104873,0.011,Not Significant
Kakamega,1,Combined,(Intercept),2.856,13.496,0.212,0.833,-19.344,25.056,0.00486418328428386,1050.00646998369,-0.005,Not Significant
Kakamega,1,Combined,Total animal incidence,-0.908,1.274,-0.713,0.477,-3.003,1.187,0.00486418328428386,1050.00646998369,-0.005,Not Significant
Kakamega,2,Combined,(Intercept),3.079,13.653,0.225,0.822,-19.38,25.537,0.000610809275370009,1041.57175872586,-0.009,Not Significant
Kakamega,2,Combined,Total animal incidence,0.322,1.282,0.251,0.802,-1.788,2.431,0.000610809275370009,1041.57175872586,-0.009,Not Significant
Kakamega,3,Combined,(Intercept),2.967,13.783,0.215,0.83,-19.706,25.641,0.000827994100774567,1032.67481769761,-0.009,Not Significant
Kakamega,3,Combined,Total animal incidence,-0.375,1.288,-0.291,0.772,-2.494,1.745,0.000827994100774567,1032.67481769761,-0.009,Not Significant
Kakamega,4,Combined,(Intercept),3.121,13.922,0.224,0.823,-19.78,26.023,0.000210419543718093,1023.84879256984,-0.01,Not Significant
Kakamega,4,Combined,Total animal incidence,-0.189,1.295,-0.146,0.884,-2.319,1.942,0.000210419543718093,1023.84879256984,-0.01,Not Significant
Kakamega,5,Combined,(Intercept),2.784,13.989,0.199,0.843,-20.228,25.797,0.00958994825681687,1013.94005527491,0,Not Significant
Kakamega,5,Combined,Total animal incidence,1.274,1.295,0.984,0.327,-0.856,3.405,0.00958994825681687,1013.94005527491,0,Not Significant
Kakamega,6,Combined,(Intercept),3.038,14.159,0.215,0.831,-20.254,26.33,0.00505114136737434,1005.48189607233,-0.005,Not Significant
Kakamega,6,Combined,Total animal incidence,-0.925,1.304,-0.709,0.48,-3.07,1.221,0.00505114136737434,1005.48189607233,-0.005,Not Significant
Kakamega,0,Individual,(Intercept),2.764,13.306,0.208,0.836,-19.125,24.652,0.0234967398465655,1058.83360088232,0.005,Not Significant
Kakamega,0,Individual,Camel incidence,,,,,,,0.0234967398465655,1058.83360088232,0.005,
Kakamega,0,Individual,Sheep incidence,,,,,,,0.0234967398465655,1058.83360088232,0.005,
Kakamega,0,Individual,Cattle incidence,-5.105,13.089,-0.39,0.697,-26.636,16.427,0.0234967398465655,1058.83360088232,0.005,Not Significant
Kakamega,0,Individual,Goat Incidence,1.943,1.268,1.533,0.128,-0.142,4.029,0.0234967398465655,1058.83360088232,0.005,Not Significant
Kakamega,1,Individual,(Intercept),2.856,13.548,0.211,0.833,-19.43,25.142,0.00678781682557766,1051.80136985131,-0.012,Not Significant
Kakamega,1,Individual,Camel incidence,,,,,,,0.00678781682557766,1051.80136985131,-0.012,
Kakamega,1,Individual,Sheep incidence,,,,,,,0.00678781682557766,1051.80136985131,-0.012,
Kakamega,1,Individual,Cattle incidence,4.989,13.264,0.376,0.708,-16.831,26.808,0.00678781682557766,1051.80136985131,-0.012,Not Significant
Kakamega,1,Individual,Goat Incidence,-0.963,1.285,-0.75,0.455,-3.076,1.15,0.00678781682557766,1051.80136985131,-0.012,Not Significant
Kakamega,2,Individual,(Intercept),3.079,13.716,0.224,0.823,-19.485,25.642,0.00103175519637021,1043.52752307354,-0.019,Not Significant
Kakamega,2,Individual,Camel incidence,,,,,,,0.00103175519637021,1043.52752307354,-0.019,
Kakamega,2,Individual,Sheep incidence,,,,,,,0.00103175519637021,1043.52752307354,-0.019,
Kakamega,2,Individual,Cattle incidence,-2.436,13.366,-0.182,0.856,-24.423,19.55,0.00103175519637021,1043.52752307354,-0.019,Not Significant
Kakamega,2,Individual,Goat Incidence,0.348,1.294,0.269,0.789,-1.782,2.477,0.00103175519637021,1043.52752307354,-0.019,Not Significant
Kakamega,3,Individual,(Intercept),2.967,13.848,0.214,0.831,-19.812,25.746,0.00136813991020809,1034.61858078016,-0.018,Not Significant
Kakamega,3,Individual,Camel incidence,,,,,,,0.00136813991020809,1034.61858078016,-0.018,
Kakamega,3,Individual,Sheep incidence,,,,,,,0.00136813991020809,1034.61858078016,-0.018,
Kakamega,3,Individual,Cattle incidence,2.75,13.429,0.205,0.838,-19.341,24.84,0.00136813991020809,1034.61858078016,-0.018,Not Significant
Kakamega,3,Individual,Goat Incidence,-0.404,1.301,-0.311,0.757,-2.543,1.735,0.00136813991020809,1034.61858078016,-0.018,Not Significant
Kakamega,4,Individual,(Intercept),3.121,13.98,0.223,0.824,-19.877,26.119,0.00175453228719915,1025.68959251537,-0.018,Not Significant
Kakamega,4,Individual,Camel incidence,,,,,,,0.00175453228719915,1025.68959251537,-0.018,
Kakamega,4,Individual,Sheep incidence,,,,,,,0.00175453228719915,1025.68959251537,-0.018,
Kakamega,4,Individual,Cattle incidence,5.093,13.492,0.377,0.707,-17.102,27.288,0.00175453228719915,1025.68959251537,-0.018,Not Significant
Kakamega,4,Individual,Goat Incidence,-0.238,1.307,-0.182,0.856,-2.388,1.911,0.00175453228719915,1025.68959251537,-0.018,Not Significant
Kakamega,5,Individual,(Intercept),2.784,14.05,0.198,0.843,-20.328,25.897,0.0109544202068341,1015.79943463282,-0.009,Not Significant
Kakamega,5,Individual,Camel incidence,,,,,,,0.0109544202068341,1015.79943463282,-0.009,
Kakamega,5,Individual,Sheep incidence,,,,,,,0.0109544202068341,1015.79943463282,-0.009,
Kakamega,5,Individual,Cattle incidence,-3.689,13.494,-0.273,0.785,-25.887,18.508,0.0109544202068341,1015.79943463282,-0.009,Not Significant
Kakamega,5,Individual,Goat Incidence,1.321,1.307,1.011,0.315,-0.829,3.471,0.0109544202068341,1015.79943463282,-0.009,Not Significant
Kakamega,6,Individual,(Intercept),3.038,14.212,0.214,0.831,-20.341,26.417,0.00772390484739503,1007.21021140599,-0.013,Not Significant
Kakamega,6,Individual,Camel incidence,,,,,,,0.00772390484739503,1007.21021140599,-0.013,
Kakamega,6,Individual,Sheep incidence,,,,,,,0.00772390484739503,1007.21021140599,-0.013,
Kakamega,6,Individual,Cattle incidence,6.021,13.582,0.443,0.659,-16.322,28.364,0.00772390484739503,1007.21021140599,-0.013,Not Significant
Kakamega,6,Individual,Goat Incidence,-0.99,1.315,-0.753,0.454,-3.154,1.174,0.00772390484739503,1007.21021140599,-0.013,Not Significant
Kericho,0,Combined,(Intercept),25.348,47.454,0.534,0.594,-52.713,103.409,0.035575387769757,1329.96085468867,0.026,Not Significant
Kericho,0,Combined,Total animal incidence,-82.534,41.937,-1.968,0.052,-151.521,-13.548,0.035575387769757,1329.96085468867,0.026,Significant
Kericho,1,Combined,(Intercept),26.382,48.717,0.542,0.589,-53.757,106.521,0.00218136632659841,1322.14194130044,-0.007,Not Significant
Kericho,1,Combined,Total animal incidence,20.433,42.852,0.477,0.634,-50.059,90.924,0.00218136632659841,1322.14194130044,-0.007,Not Significant
Kericho,2,Combined,(Intercept),25.334,49.045,0.517,0.607,-55.346,106.013,0.00738341325416953,1310.12296950823,-0.002,Not Significant
Kericho,2,Combined,Total animal incidence,37.583,42.937,0.875,0.383,-33.049,108.214,0.00738341325416953,1310.12296950823,-0.002,Not Significant
Kericho,3,Combined,(Intercept),26.444,49.563,0.534,0.595,-55.086,107.974,0.00522924108877504,1298.86997679055,-0.005,Not Significant
Kericho,3,Combined,Total animal incidence,31.62,43.183,0.732,0.466,-39.415,102.656,0.00522924108877504,1298.86997679055,-0.005,Not Significant
Kericho,4,Combined,(Intercept),26.355,49.83,0.529,0.598,-55.615,108.326,0.0138806162387595,1286.53368568076,0.004,Not Significant
Kericho,4,Combined,Total animal incidence,-51.517,43.207,-1.192,0.236,-122.592,19.558,0.0138806162387595,1286.53368568076,0.004,Not Significant
Kericho,5,Combined,(Intercept),26.497,50.634,0.523,0.602,-56.796,109.79,0.00167333196282674,1276.35054196806,-0.008,Not Significant
Kericho,5,Combined,Total animal incidence,17.887,43.69,0.409,0.683,-53.983,89.757,0.00167333196282674,1276.35054196806,-0.008,Not Significant
Kericho,6,Combined,(Intercept),24.892,51.057,0.488,0.627,-59.097,108.881,0.00391129192666065,1264.56213823389,-0.006,Not Significant
Kericho,6,Combined,Total animal incidence,27.333,43.838,0.623,0.534,-44.781,99.447,0.00391129192666065,1264.56213823389,-0.006,Not Significant
Kericho,0,Individual,(Intercept),25.348,47.454,0.534,0.594,-52.713,103.409,0.035575387769757,1329.96085468867,0.026,Not Significant
Kericho,0,Individual,Camel incidence,,,,,,,0.035575387769757,1329.96085468867,0.026,
Kericho,0,Individual,Sheep incidence,,,,,,,0.035575387769757,1329.96085468867,0.026,
Kericho,0,Individual,Cattle incidence,-82.534,41.937,-1.968,0.052,-151.521,-13.548,0.035575387769757,1329.96085468867,0.026,Significant
Kericho,0,Individual,Goat Incidence,,,,,,,0.035575387769757,1329.96085468867,0.026,
Kericho,1,Individual,(Intercept),26.382,48.717,0.542,0.589,-53.757,106.521,0.00218136632659841,1322.14194130044,-0.007,Not Significant
Kericho,1,Individual,Camel incidence,,,,,,,0.00218136632659841,1322.14194130044,-0.007,
Kericho,1,Individual,Sheep incidence,,,,,,,0.00218136632659841,1322.14194130044,-0.007,
Kericho,1,Individual,Cattle incidence,20.433,42.852,0.477,0.634,-50.059,90.924,0.00218136632659841,1322.14194130044,-0.007,Not Significant
Kericho,1,Individual,Goat Incidence,,,,,,,0.00218136632659841,1322.14194130044,-0.007,
Kericho,2,Individual,(Intercept),25.334,49.045,0.517,0.607,-55.346,106.013,0.00738341325416953,1310.12296950823,-0.002,Not Significant
Kericho,2,Individual,Camel incidence,,,,,,,0.00738341325416953,1310.12296950823,-0.002,
Kericho,2,Individual,Sheep incidence,,,,,,,0.00738341325416953,1310.12296950823,-0.002,
Kericho,2,Individual,Cattle incidence,37.583,42.937,0.875,0.383,-33.049,108.214,0.00738341325416953,1310.12296950823,-0.002,Not Significant
Kericho,2,Individual,Goat Incidence,,,,,,,0.00738341325416953,1310.12296950823,-0.002,
Kericho,3,Individual,(Intercept),26.444,49.563,0.534,0.595,-55.086,107.974,0.00522924108877504,1298.86997679055,-0.005,Not Significant
Kericho,3,Individual,Camel incidence,,,,,,,0.00522924108877504,1298.86997679055,-0.005,
Kericho,3,Individual,Sheep incidence,,,,,,,0.00522924108877504,1298.86997679055,-0.005,
Kericho,3,Individual,Cattle incidence,31.62,43.183,0.732,0.466,-39.415,102.656,0.00522924108877504,1298.86997679055,-0.005,Not Significant
Kericho,3,Individual,Goat Incidence,,,,,,,0.00522924108877504,1298.86997679055,-0.005,
Kericho,4,Individual,(Intercept),26.355,49.83,0.529,0.598,-55.615,108.326,0.0138806162387595,1286.53368568076,0.004,Not Significant
Kericho,4,Individual,Camel incidence,,,,,,,0.0138806162387595,1286.53368568076,0.004,
Kericho,4,Individual,Sheep incidence,,,,,,,0.0138806162387595,1286.53368568076,0.004,
Kericho,4,Individual,Cattle incidence,-51.517,43.207,-1.192,0.236,-122.592,19.558,0.0138806162387595,1286.53368568076,0.004,Not Significant
Kericho,4,Individual,Goat Incidence,,,,,,,0.0138806162387595,1286.53368568076,0.004,
Kericho,5,Individual,(Intercept),26.497,50.634,0.523,0.602,-56.796,109.79,0.00167333196282674,1276.35054196806,-0.008,Not Significant
Kericho,5,Individual,Camel incidence,,,,,,,0.00167333196282674,1276.35054196806,-0.008,
Kericho,5,Individual,Sheep incidence,,,,,,,0.00167333196282674,1276.35054196806,-0.008,
Kericho,5,Individual,Cattle incidence,17.887,43.69,0.409,0.683,-53.983,89.757,0.00167333196282674,1276.35054196806,-0.008,Not Significant
Kericho,5,Individual,Goat Incidence,,,,,,,0.00167333196282674,1276.35054196806,-0.008,
Kericho,6,Individual,(Intercept),24.892,51.057,0.488,0.627,-59.097,108.881,0.00391129192666065,1264.56213823389,-0.006,Not Significant
Kericho,6,Individual,Camel incidence,,,,,,,0.00391129192666065,1264.56213823389,-0.006,
Kericho,6,Individual,Sheep incidence,,,,,,,0.00391129192666065,1264.56213823389,-0.006,
Kericho,6,Individual,Cattle incidence,27.333,43.838,0.623,0.534,-44.781,99.447,0.00391129192666065,1264.56213823389,-0.006,Not Significant
Kericho,6,Individual,Goat Incidence,,,,,,,0.00391129192666065,1264.56213823389,-0.006,
Kiambu,0,Combined,(Intercept),-0.938,8.75,-0.107,0.915,-15.331,13.456,2.04874209795527e-32,967.160799139671,0,Not Significant
Kiambu,0,Combined,Total animal incidence,,,,,,,2.04874209795527e-32,967.160799139671,0,
Kiambu,1,Combined,(Intercept),0.574,8.7,0.066,0.948,-13.738,14.885,6.82697416116789e-33,955.945075549478,0,Not Significant
Kiambu,1,Combined,Total animal incidence,,,,,,,6.82697416116789e-33,955.945075549478,0,
Kiambu,2,Combined,(Intercept),0.323,8.78,0.037,0.971,-14.12,14.765,6.23724508870235e-33,947.872299584253,0,Not Significant
Kiambu,2,Combined,Total animal incidence,,,,,,,6.23724508870235e-33,947.872299584253,0,
Kiambu,3,Combined,(Intercept),-0.899,8.778,-0.102,0.919,-15.339,13.541,1.04383865901444e-33,937.846081496154,0,Not Significant
Kiambu,3,Combined,Total animal incidence,,,,,,,1.04383865901444e-33,937.846081496154,0,
Kiambu,4,Combined,(Intercept),0.32,8.778,0.036,0.971,-14.12,14.76,3.14651393853197e-33,927.857346661475,0,Not Significant
Kiambu,4,Combined,Total animal incidence,,,,,,,3.14651393853197e-33,927.857346661475,0,
Kiambu,5,Combined,(Intercept),0.43,8.864,0.049,0.961,-14.151,15.012,1.48920994721889e-32,919.866815521858,0,Not Significant
Kiambu,5,Combined,Total animal incidence,,,,,,,1.48920994721889e-32,919.866815521858,0,
Kiambu,6,Combined,(Intercept),-0.252,8.925,-0.028,0.978,-14.935,14.43,3.63800583879734e-33,911.282037335735,0,Not Significant
Kiambu,6,Combined,Total animal incidence,,,,,,,3.63800583879734e-33,911.282037335735,0,
Kiambu,0,Individual,(Intercept),-0.938,8.75,-0.107,0.915,-15.331,13.456,2.04874209795527e-32,967.160799139671,0,Not Significant
Kiambu,0,Individual,Camel incidence,,,,,,,2.04874209795527e-32,967.160799139671,0,
Kiambu,0,Individual,Sheep incidence,,,,,,,2.04874209795527e-32,967.160799139671,0,
Kiambu,0,Individual,Cattle incidence,,,,,,,2.04874209795527e-32,967.160799139671,0,
Kiambu,0,Individual,Goat Incidence,,,,,,,2.04874209795527e-32,967.160799139671,0,
Kiambu,1,Individual,(Intercept),0.574,8.7,0.066,0.948,-13.738,14.885,6.82697416116789e-33,955.945075549478,0,Not Significant
Kiambu,1,Individual,Camel incidence,,,,,,,6.82697416116789e-33,955.945075549478,0,
Kiambu,1,Individual,Sheep incidence,,,,,,,6.82697416116789e-33,955.945075549478,0,
Kiambu,1,Individual,Cattle incidence,,,,,,,6.82697416116789e-33,955.945075549478,0,
Kiambu,1,Individual,Goat Incidence,,,,,,,6.82697416116789e-33,955.945075549478,0,
Kiambu,2,Individual,(Intercept),0.323,8.78,0.037,0.971,-14.12,14.765,6.23724508870235e-33,947.872299584253,0,Not Significant
Kiambu,2,Individual,Camel incidence,,,,,,,6.23724508870235e-33,947.872299584253,0,
Kiambu,2,Individual,Sheep incidence,,,,,,,6.23724508870235e-33,947.872299584253,0,
Kiambu,2,Individual,Cattle incidence,,,,,,,6.23724508870235e-33,947.872299584253,0,
Kiambu,2,Individual,Goat Incidence,,,,,,,6.23724508870235e-33,947.872299584253,0,
Kiambu,3,Individual,(Intercept),-0.899,8.778,-0.102,0.919,-15.339,13.541,1.04383865901444e-33,937.846081496154,0,Not Significant
Kiambu,3,Individual,Camel incidence,,,,,,,1.04383865901444e-33,937.846081496154,0,
Kiambu,3,Individual,Sheep incidence,,,,,,,1.04383865901444e-33,937.846081496154,0,
Kiambu,3,Individual,Cattle incidence,,,,,,,1.04383865901444e-33,937.846081496154,0,
Kiambu,3,Individual,Goat Incidence,,,,,,,1.04383865901444e-33,937.846081496154,0,
Kiambu,4,Individual,(Intercept),0.32,8.778,0.036,0.971,-14.12,14.76,3.14651393853197e-33,927.857346661475,0,Not Significant
Kiambu,4,Individual,Camel incidence,,,,,,,3.14651393853197e-33,927.857346661475,0,
Kiambu,4,Individual,Sheep incidence,,,,,,,3.14651393853197e-33,927.857346661475,0,
Kiambu,4,Individual,Cattle incidence,,,,,,,3.14651393853197e-33,927.857346661475,0,
Kiambu,4,Individual,Goat Incidence,,,,,,,3.14651393853197e-33,927.857346661475,0,
Kiambu,5,Individual,(Intercept),0.43,8.864,0.049,0.961,-14.151,15.012,1.48920994721889e-32,919.866815521858,0,Not Significant
Kiambu,5,Individual,Camel incidence,,,,,,,1.48920994721889e-32,919.866815521858,0,
Kiambu,5,Individual,Sheep incidence,,,,,,,1.48920994721889e-32,919.866815521858,0,
Kiambu,5,Individual,Cattle incidence,,,,,,,1.48920994721889e-32,919.866815521858,0,
Kiambu,5,Individual,Goat Incidence,,,,,,,1.48920994721889e-32,919.866815521858,0,
Kiambu,6,Individual,(Intercept),-0.252,8.925,-0.028,0.978,-14.935,14.43,3.63800583879734e-33,911.282037335735,0,Not Significant
Kiambu,6,Individual,Camel incidence,,,,,,,3.63800583879734e-33,911.282037335735,0,
Kiambu,6,Individual,Sheep incidence,,,,,,,3.63800583879734e-33,911.282037335735,0,
Kiambu,6,Individual,Cattle incidence,,,,,,,3.63800583879734e-33,911.282037335735,0,
Kiambu,6,Individual,Goat Incidence,,,,,,,3.63800583879734e-33,911.282037335735,0,
Kilifi,0,Combined,(Intercept),0.494,4.017,0.123,0.902,-6.114,7.102,0.0182600821689053,801.542256965981,0.009,Not Significant
Kilifi,0,Combined,Total animal incidence,0.678,0.485,1.397,0.165,-0.12,1.475,0.0182600821689053,801.542256965981,0.009,Not Significant
Kilifi,1,Combined,(Intercept),0.506,4.074,0.124,0.901,-6.195,7.207,0.0092855811040017,796.066276271376,0,Not Significant
Kilifi,1,Combined,Total animal incidence,-0.483,0.489,-0.987,0.326,-1.288,0.322,0.0092855811040017,796.066276271376,0,Not Significant
Kilifi,2,Combined,(Intercept),0.511,4.131,0.124,0.902,-6.285,7.306,0.000504770450469196,790.534468683777,-0.009,Not Significant
Kilifi,2,Combined,Total animal incidence,0.113,0.494,0.228,0.82,-0.7,0.925,0.000504770450469196,790.534468683777,-0.009,Not Significant
Kilifi,3,Combined,(Intercept),0.465,4.172,0.111,0.912,-6.398,7.327,6.7877347370353e-05,784.090327238492,-0.01,Not Significant
Kilifi,3,Combined,Total animal incidence,0.041,0.496,0.083,0.934,-0.775,0.858,6.7877347370353e-05,784.090327238492,-0.01,Not Significant
Kilifi,4,Combined,(Intercept),0.521,4.212,0.124,0.902,-6.408,7.449,0.000262513264930355,777.565079656188,-0.01,Not Significant
Kilifi,4,Combined,Total animal incidence,-0.081,0.499,-0.163,0.871,-0.902,0.739,0.000262513264930355,777.565079656188,-0.01,Not Significant
Kilifi,5,Combined,(Intercept),0.526,4.16,0.126,0.9,-6.318,7.37,0.043551494724234,766.554025589516,0.034,Not Significant
Kilifi,5,Combined,Total animal incidence,-1.046,0.49,-2.134,0.035,-1.853,-0.24,0.043551494724234,766.554025589516,0.034,Significant
Kilifi,6,Combined,(Intercept),0.508,3.927,0.129,0.897,-5.951,6.968,0.164814799078437,746.398090697789,0.156,Not Significant
Kilifi,6,Combined,Total animal incidence,2.035,0.46,4.42,0,1.278,2.793,0.164814799078437,746.398090697789,0.156,Significant
Kilifi,0,Individual,(Intercept),0.494,4.036,0.122,0.903,-6.145,7.133,0.0184312935845561,803.523594977443,0,Not Significant
Kilifi,0,Individual,Camel incidence,,,,,,,0.0184312935845561,803.523594977443,0,
Kilifi,0,Individual,Sheep incidence,,,,,,,0.0184312935845561,803.523594977443,0,
Kilifi,0,Individual,Cattle incidence,0.663,0.499,1.33,0.186,-0.157,1.483,0.0184312935845561,803.523594977443,0,Not Significant
Kilifi,0,Individual,Goat Incidence,0.978,2.287,0.428,0.67,-2.783,4.74,0.0184312935845561,803.523594977443,0,Not Significant
Kilifi,1,Individual,(Intercept),0.506,4.093,0.124,0.902,-6.227,7.239,0.00948240051707464,798.045215782083,-0.01,Not Significant
Kilifi,1,Individual,Camel incidence,,,,,,,0.00948240051707464,798.045215782083,-0.01,
Kilifi,1,Individual,Sheep incidence,,,,,,,0.00948240051707464,798.045215782083,-0.01,
Kilifi,1,Individual,Cattle incidence,-0.468,0.503,-0.93,0.355,-1.296,0.36,0.00948240051707464,798.045215782083,-0.01,Not Significant
Kilifi,1,Individual,Goat Incidence,-0.806,2.308,-0.349,0.728,-4.603,2.991,0.00948240051707464,798.045215782083,-0.01,Not Significant
Kilifi,2,Individual,(Intercept),0.511,4.151,0.123,0.902,-6.317,7.338,0.000772917425261067,792.506295252829,-0.019,Not Significant
Kilifi,2,Individual,Camel incidence,,,,,,,0.000772917425261067,792.506295252829,-0.019,
Kilifi,2,Individual,Sheep incidence,,,,,,,0.000772917425261067,792.506295252829,-0.019,
Kilifi,2,Individual,Cattle incidence,0.095,0.508,0.187,0.852,-0.741,0.93,0.000772917425261067,792.506295252829,-0.019,Not Significant
Kilifi,2,Individual,Goat Incidence,0.489,2.33,0.21,0.834,-3.343,4.322,0.000772917425261067,792.506295252829,-0.019,Not Significant
Kilifi,3,Individual,(Intercept),0.465,4.192,0.111,0.912,-6.432,7.361,9.86878514519795e-05,786.087122679183,-0.02,Not Significant
Kilifi,3,Individual,Camel incidence,,,,,,,9.86878514519795e-05,786.087122679183,-0.02,
Kilifi,3,Individual,Sheep incidence,,,,,,,9.86878514519795e-05,786.087122679183,-0.02,
Kilifi,3,Individual,Cattle incidence,0.047,0.511,0.093,0.926,-0.793,0.887,9.86878514519795e-05,786.087122679183,-0.02,Not Significant
Kilifi,3,Individual,Goat Incidence,-0.086,2.342,-0.037,0.971,-3.939,3.766,9.86878514519795e-05,786.087122679183,-0.02,Not Significant
Kilifi,4,Individual,(Intercept),0.521,4.233,0.123,0.902,-6.442,7.484,0.000277577875761201,779.563527582142,-0.02,Not Significant
Kilifi,4,Individual,Camel incidence,,,,,,,0.000277577875761201,779.563527582142,-0.02,
Kilifi,4,Individual,Sheep incidence,,,,,,,0.000277577875761201,779.563527582142,-0.02,
Kilifi,4,Individual,Cattle incidence,-0.077,0.513,-0.15,0.881,-0.921,0.767,0.000277577875761201,779.563527582142,-0.02,Not Significant
Kilifi,4,Individual,Goat Incidence,-0.17,2.353,-0.072,0.942,-4.041,3.7,0.000277577875761201,779.563527582142,-0.02,Not Significant
Kilifi,5,Individual,(Intercept),0.526,4.176,0.126,0.9,-6.344,7.395,0.0459658399761597,768.296223358419,0.027,Not Significant
Kilifi,5,Individual,Camel incidence,,,,,,,0.0459658399761597,768.296223358419,0.027,
Kilifi,5,Individual,Sheep incidence,,,,,,,0.0459658399761597,768.296223358419,0.027,
Kilifi,5,Individual,Cattle incidence,-1.1,0.504,-2.184,0.031,-1.929,-0.271,0.0459658399761597,768.296223358419,0.027,Significant
Kilifi,5,Individual,Goat Incidence,0.084,2.31,0.036,0.971,-3.717,3.884,0.0459658399761597,768.296223358419,0.027,Not Significant
Kilifi,6,Individual,(Intercept),0.508,3.927,0.129,0.897,-5.952,6.968,0.173090344996552,747.39232734839,0.156,Not Significant
Kilifi,6,Individual,Camel incidence,,,,,,,0.173090344996552,747.39232734839,0.156,
Kilifi,6,Individual,Sheep incidence,,,,,,,0.173090344996552,747.39232734839,0.156,
Kilifi,6,Individual,Cattle incidence,2.135,0.471,4.529,0,1.359,2.91,0.173090344996552,747.39232734839,0.156,Significant
Kilifi,6,Individual,Goat Incidence,-0.056,2.162,-0.026,0.979,-3.613,3.5,0.173090344996552,747.39232734839,0.156,Not Significant
Kirinyaga,0,Combined,(Intercept),0.907,20.3,0.045,0.964,-32.487,34.301,0.00239344855943883,1148.25084174702,-0.007,Not Significant
Kirinyaga,0,Combined,Total animal incidence,-4.339,8.645,-0.502,0.617,-18.56,9.882,0.00239344855943883,1148.25084174702,-0.007,Not Significant
Kirinyaga,1,Combined,(Intercept),0.932,20.518,0.045,0.964,-32.82,34.684,3.09071812926095e-05,1138.82148849139,-0.01,Not Significant
